chose_left,chose_right,reward_left,reward_right,choice,reward,reward_choice,subjID,onlyReward,blocks,contrast_difference,abs_condiff,rand_condiff,trial,q_reward,mu
1,0,0,1,0,0,0,139,1,4,0.0190623683109945,0.0190623683109945,-0.0624032194647794,18,0,0
1,0,1,0,0,1,1,139,0,4,0.0929946810304895,0.0929946810304895,0.0794678300827904,19,0,0
1,0,0,1,0,0,0,139,1,4,0.0408065284913055,0.0408065284913055,0.00697488136266974,20,0,0
0,1,1,0,1,0,0,139,0,4,0.0159035525664475,0.0159035525664475,0.0189369675447721,21,0,0
0,1,0,1,1,1,1,139,1,4,-0.0827803918703805,0.0827803918703805,-0.0517394998156424,22,0,0
0,1,0,1,1,1,1,139,1,4,-0.092911123180555,0.092911123180555,0.0569388800248602,23,0,0
0,1,0,1,1,1,1,139,1,4,-0.077941882317677,0.077941882317677,0.0422739310117653,24,0,0
1,0,0,1,0,0,0,139,1,4,0.050748428162367,0.050748428162367,-0.0633488170268006,25,0,0
1,0,1,0,0,1,1,139,0,5,-0.00147919076512351,0.00147919076512351,0.0400860465543186,1,0,0
0,1,1,0,1,0,0,139,0,5,-0.0488601237006475,0.0488601237006475,-0.0388135835806122,2,0,0
1,0,0,1,0,0,0,139,1,5,0.0159502188690585,0.0159502188690585,0.0646561723263586,3,0,0
1,0,1,0,0,1,1,139,0,5,-0.0387469623731285,0.0387469623731285,-0.0658237533018304,4,0,0
1,0,1,0,0,1,1,139,0,5,-0.0442023105238495,0.0442023105238495,-0.035375216896611,5,0,0
0,1,0,1,1,1,1,139,1,5,0.069822351589081,0.069822351589081,-0.0199881894820325,6,0,0
1,0,1,0,0,1,1,139,0,5,-0.0895595174830215,0.0895595174830215,-0.0356225760968666,7,0,0
1,0,1,0,0,1,1,139,0,5,-0.0152371949991095,0.0152371949991095,-0.0703113214106547,8,0,0
0,1,0,1,1,1,1,139,1,5,0.0445611320595315,0.0445611320595315,-0.00721335026321906,9,0,0
1,0,1,0,0,1,1,139,0,5,-0.0453277095635835,0.0453277095635835,0.0557730586643942,10,0,0
0,1,0,1,1,1,1,139,1,5,0.0932878862696785,0.0932878862696785,-0.0376525384082693,11,0,0
0,1,0,1,1,1,1,139,1,5,0.0326414133729465,0.0326414133729465,0.0563063831014958,12,0,0
1,0,1,0,0,1,1,139,0,5,-0.0563066384514105,0.0563066384514105,-0.0116391279225386,13,0,0
0,1,0,1,1,1,1,139,1,5,0.0018695380822745,0.0018695380822745,0.03298589521995,14,0,0
1,0,1,0,0,1,1,139,0,5,-0.0788543538565255,0.0788543538565255,0.0371191304677074,15,0,0
1,0,0,1,0,0,0,139,1,5,0.0124794384976935,0.0124794384976935,-0.0793332471727244,16,0,0
1,0,1,0,0,1,1,139,0,5,-0.0808764922832155,0.0808764922832155,-0.000363786547743064,17,0,0
0,1,0,1,1,1,1,139,1,5,0.0346649464089505,0.0346649464089505,0.0215458732466786,18,0,0
0,1,0,1,1,1,1,139,1,5,0.00241169251503251,0.00241169251503251,0.0628912037925281,19,0,0
0,1,0,1,1,1,1,139,1,5,0.0498214737093215,0.0498214737093215,0.0434322770820114,20,0,0
0,1,0,1,1,1,1,139,1,5,0.0535516612552155,0.0535516612552155,0.0158026501051778,21,0,0
0,1,0,1,1,1,1,139,1,5,0.0216839449449935,0.0216839449449935,-0.0338177692181456,22,0,0
1,0,1,0,0,1,1,139,0,5,-0.0687677429464705,0.0687677429464705,0.0516947794755347,23,0,0
1,0,1,0,0,1,1,139,0,5,-0.0989056649276735,0.0989056649276735,0.0230875458943224,24,0,0
1,0,0,1,0,0,0,139,1,5,-0.0611581225201265,0.0611581225201265,0.00416517958663576,25,0,0
0,1,1,0,1,0,0,139,0,6,0.396535660001832,0.396535660001832,-0.0217517257151705,1,0,0
0,1,1,0,1,0,0,139,0,6,-0.372218712285721,0.372218712285721,-0.00836182799086002,2,0,0
1,0,0,1,0,0,0,139,1,6,-0.443341736439295,0.443341736439295,-0.068799697254007,3,0,0
1,0,1,0,0,1,1,139,0,6,0.413665872295912,0.413665872295912,-0.0177424602762681,4,0,0
0,1,1,0,1,0,0,139,0,6,-0.412369694391483,0.412369694391483,0.0666697015906477,5,0,0
0,1,0,1,1,1,1,139,1,6,-0.428349197387429,0.428349197387429,-0.0789979045315527,6,0,0
0,1,0,1,1,1,1,139,1,6,-0.439377328192867,0.439377328192867,-0.0721096196130111,7,0,0
1,0,0,1,0,0,0,139,1,6,0.399335853106475,0.399335853106475,-0.00927264046443803,8,0,0
0,1,1,0,1,0,0,139,0,6,-0.427064569303941,0.427064569303941,0.029052840262756,9,0,0
1,0,1,0,0,1,1,139,0,6,0.447608438667159,0.447608438667159,-0.0620433523593426,10,0,0
1,0,0,1,0,0,0,139,1,6,-0.386355998082723,0.386355998082723,-0.0127862117950828,11,0,0
1,0,0,1,0,0,0,139,1,6,0.357120255064985,0.357120255064985,-0.0294405311330265,12,0,0
1,0,1,0,0,1,1,139,0,6,0.430848270570106,0.430848270570106,-0.00791319116595536,13,0,0
1,0,1,0,0,1,1,139,0,6,0.350577531648924,0.350577531648924,0.00347763155565158,14,0,0
1,0,1,0,0,1,1,139,0,6,0.402473429303494,0.402473429303494,-0.00723524419189747,15,0,0
1,0,1,0,0,1,1,139,0,6,-0.444824820288095,0.444824820288095,0.0536093365060452,16,0,0
1,0,1,0,0,1,1,139,0,6,0.427876058789838,0.427876058789838,0.0774371253655505,17,0,0
1,0,0,1,0,0,0,139,1,6,0.370895373780304,0.370895373780304,0.0230268208329108,18,0,0
1,0,0,1,0,0,0,139,1,6,-0.396156507918295,0.396156507918295,-0.039818351733612,19,0,0
1,0,0,1,0,0,0,139,1,6,-0.386930239552391,0.386930239552391,-0.0641340993393574,20,0,0
0,1,0,1,1,1,1,139,1,6,-0.364561752456948,0.364561752456948,-0.0610832021748192,21,0,0
1,0,0,1,0,0,0,139,1,6,0.358187239580731,0.358187239580731,0.056119466508176,22,0,0
0,1,0,1,1,1,1,139,1,6,-0.438494744001733,0.438494744001733,-0.0198097297151321,23,0,0
1,0,1,0,0,1,1,139,0,6,0.367605592523528,0.367605592523528,0.0718287316966202,24,0,0
1,0,0,1,0,0,0,139,1,6,0.431571011826075,0.431571011826075,-0.0594723001284337,25,0,0
1,0,1,0,0,1,1,139,0,7,-0.0619791077936035,0.0619791077936035,0.0239699896822531,1,0,0
0,1,1,0,1,0,0,139,0,7,0.0109811893620775,0.0109811893620775,-0.0577407589028408,2,0,0
0,1,0,1,1,1,1,139,1,7,0.0844514208605385,0.0844514208605385,0.0328338200962197,3,0,0
0,1,0,1,1,1,1,139,1,7,0.0884965078552515,0.0884965078552515,-0.0125456808152359,4,0,0
0,1,0,1,1,1,1,139,1,7,0.0243046971598715,0.0243046971598715,-0.0381473157125942,5,0,0
0,1,1,0,1,0,0,139,0,7,0.0850835325846615,0.0850835325846615,0.0108943637115973,6,0,0
1,0,1,0,0,1,1,139,0,7,-0.0787451288892155,0.0787451288892155,0.00783192795707281,7,0,0
0,1,0,1,1,1,1,139,1,7,0.050470047376749,0.050470047376749,0.0471663968197883,8,0,0
1,0,0,1,0,0,0,139,1,7,-0.0287812828529875,0.0287812828529875,0.0132119982264553,9,0,0
1,0,1,0,0,1,1,139,0,7,-0.0183337223502815,0.0183337223502815,-0.0504600397647848,10,0,0
0,1,1,0,1,0,0,139,0,7,0.0808163483457685,0.0808163483457685,0.0662744985005069,11,0,0
1,0,0,1,0,0,0,139,1,7,-0.0934520237525665,0.0934520237525665,-0.0644978201934019,12,0,0
0,1,1,0,1,0,0,139,0,7,-0.0494344838145665,0.0494344838145665,-0.0725417046100773,13,0,0
0,1,0,1,1,1,1,139,1,7,0.0699874555899665,0.0699874555899665,0.0084029740753853,14,0,0
1,0,1,0,0,1,1,139,0,7,-0.0577056244891615,0.0577056244891615,0.044136468451529,15,0,0
1,0,1,0,0,1,1,139,0,7,-0.0778208267096885,0.0778208267096885,-0.00149042530422083,16,0,0
1,0,1,0,0,1,1,139,0,7,-0.0670788883802105,0.0670788883802105,-0.0539375311068513,17,0,0
1,0,0,1,0,0,0,139,1,7,-0.0493822225797755,0.0493822225797755,-0.0600933120869018,18,0,0
1,0,1,0,0,1,1,139,0,7,-0.050722042659376,0.050722042659376,-0.0132704874857985,19,0,0
0,1,0,1,1,1,1,139,1,7,0.0885988368365915,0.0885988368365915,-0.00639219597783669,20,0,0
1,0,0,1,0,0,0,139,1,7,-0.0580963615467515,0.0580963615467515,0.0684033820144141,21,0,0
0,1,0,1,1,1,1,139,1,7,0.0104701349206405,0.0104701349206405,0.0169315874976543,22,0,0
0,1,0,1,1,1,1,139,1,7,0.0234580791331655,0.0234580791331655,-0.0260711358418606,23,0,0
0,1,1,0,1,0,0,139,0,7,0.00996322472049752,0.00996322472049752,-0.0195728681299174,24,0,0
0,1,1,0,1,0,0,139,0,7,0.0492828801294175,0.0492828801294175,0.0514602775636549,25,0,0
0,1,0,1,1,1,1,139,1,8,-0.356825027649631,0.356825027649631,0.0105906773481225,1,0,0
0,1,1,0,1,0,0,139,0,8,-0.391748725122103,0.391748725122103,-0.0738889176114144,2,0,0
0,1,0,1,1,1,1,139,1,8,0.413109857129412,0.413109857129412,0.0502777428106775,3,0,0
1,0,0,1,0,0,0,139,1,8,-0.366464104927426,0.366464104927426,-0.00572297244134451,4,0,0
0,1,1,0,1,0,0,139,0,8,0.38681968646554,0.38681968646554,0.000483520028850978,5,0,0
0,1,1,0,1,0,0,139,0,8,-0.393278430650121,0.393278430650121,-0.00666149265582297,6,0,0
1,0,0,1,0,0,0,139,1,8,0.386791689011535,0.386791689011535,0.0472659848988833,7,0,0
0,1,0,1,1,1,1,139,1,8,0.403265801410975,0.403265801410975,-0.0640792531447651,8,0,0
0,1,1,0,1,0,0,139,0,8,0.394457085790878,0.394457085790878,-0.00272264900677102,9,0,0
1,0,0,1,0,0,0,139,1,8,0.387471886281636,0.387471886281636,-0.059492745522907,10,0,0
0,1,1,0,1,0,0,139,0,8,-0.358691623452391,0.358691623452391,-0.0780748504838748,11,0,0
1,0,1,0,0,1,1,139,0,8,-0.389161429650771,0.389161429650771,-0.0662817145987877,12,0,0
0,1,1,0,1,0,0,139,0,8,0.388808167788667,0.388808167788667,-0.0791304486857403,13,0,0
1,0,1,0,0,1,1,139,0,8,-0.433640613359002,0.433640613359002,0.0604210544540655,14,0,0
1,0,0,1,0,0,0,139,1,8,-0.368525760147387,0.368525760147387,-0.00208765263429628,15,0,0
1,0,1,0,0,1,1,139,0,8,-0.351146518979774,0.351146518979774,-0.0363124026605919,16,0,0
0,1,0,1,1,1,1,139,1,8,0.403778524891497,0.403778524891497,-0.0297909297425195,17,0,0
1,0,0,1,0,0,0,139,1,8,-0.399109256687519,0.399109256687519,-0.0556409078895423,18,0,0
0,1,0,1,1,1,1,139,1,8,0.412169189229595,0.412169189229595,0.0737310943370961,19,0,0
0,1,0,1,1,1,1,139,1,8,0.372277237679986,0.372277237679986,-0.00762600802709187,20,0,0
1,0,1,0,0,1,1,139,0,8,-0.393289873420611,0.393289873420611,0.0220104486354337,21,0,0
0,1,0,1,1,1,1,139,1,8,0.409201243503119,0.409201243503119,-0.0640353994437779,22,0,0
1,0,0,1,0,0,0,139,1,8,-0.387258873518605,0.387258873518605,-0.0217967285014599,23,0,0
1,0,0,1,0,0,0,139,1,8,-0.411972138004414,0.411972138004414,0.0722715137814567,24,0,0
0,1,1,0,1,0,0,139,0,8,0.419801971743071,0.419801971743071,0.073164892737787,25,0,0
0,1,1,0,1,0,0,139,0,9,0.0531729208581225,0.0531729208581225,-0.0726521801866212,1,0,0
0,1,1,0,1,0,0,139,0,9,0.0780061548120595,0.0780061548120595,-0.0238314794269657,2,0,0
1,0,0,1,0,0,0,139,1,9,0.046037307123765,0.046037307123765,0.0300452574207675,3,0,0
0,1,1,0,1,0,0,139,0,9,-0.0204106393344935,0.0204106393344935,-0.0346609873908142,4,0,0
0,1,0,1,1,1,1,139,1,9,-0.042834756700333,0.042834756700333,0.0152034054642364,5,0,0
1,0,1,0,0,1,1,139,0,9,0.0736961233082525,0.0736961233082525,-0.0165489060332749,6,0,0
0,1,1,0,1,0,0,139,0,9,-0.00376905386086451,0.00376905386086451,-0.0567061925417309,7,0,0
1,0,0,1,0,0,0,139,1,9,-0.00636787837100952,0.00636787837100952,-0.0289322019141603,8,0,0
1,0,0,1,0,0,0,139,1,9,0.0770669801454965,0.0770669801454965,0.0193582694742527,9,0,0
0,1,1,0,1,0,0,139,0,9,0.00149117899881451,0.00149117899881451,0.0384700832328089,10,0,0
0,1,0,1,1,1,1,139,1,9,-0.0719641744453475,0.0719641744453475,0.0467365550599428,11,0,0
1,0,1,0,0,1,1,139,0,9,0.0346432341603115,0.0346432341603115,-0.0671338910310497,12,0,0
0,1,1,0,1,0,0,139,0,9,-0.0487281607384305,0.0487281607384305,-0.063228002703982,13,0,0
0,1,0,1,1,1,1,139,1,9,-0.0788478025336355,0.0788478025336355,-0.0140471111267911,14,0,0
1,0,1,0,0,1,1,139,0,9,0.0626761088651605,0.0626761088651605,-0.0015618619756409,15,0,0
0,1,1,0,1,0,0,139,0,9,-0.0428212521499925,0.0428212521499925,-0.0102164670519096,16,0,0
1,0,1,0,0,1,1,139,0,9,0.0709948960540585,0.0709948960540585,-0.0329259384695182,17,0,0
1,0,0,1,0,0,0,139,1,9,0.0981249912141265,0.0981249912141265,-0.0131125364467331,18,0,0
0,1,0,1,1,1,1,139,1,9,-0.0219838793759625,0.0219838793759625,0.00780303066749199,19,0,0
0,1,0,1,1,1,1,139,1,9,-0.087015424775364,0.087015424775364,0.0386199501339401,20,0,0
0,1,0,1,1,1,1,139,1,9,-0.0415352648505695,0.0415352648505695,0.0701788417448953,21,0,0
1,0,1,0,0,1,1,139,0,9,0.0574860948946795,0.0574860948946795,-0.0141794025896655,22,0,0
1,0,0,1,0,0,0,139,1,9,0.00770156482288648,0.00770156482288648,-0.0242083245537183,23,0,0
0,1,0,1,1,1,1,139,1,9,-0.0786632572296825,0.0786632572296825,0.00179118195472185,24,0,0
1,0,1,0,0,1,1,139,0,9,0.0569595301976045,0.0569595301976045,0.0168736501573769,25,0,0
1,0,1,0,0,1,1,139,0,10,0.0197811486022925,0.0197811486022925,0.00721746658794023,1,0,0
1,0,0,1,0,0,0,139,1,10,0.00470246305384051,0.00470246305384051,-0.0235712507047523,2,0,0
1,0,1,0,0,1,1,139,0,10,0.0579286774107835,0.0579286774107835,0.0388639735319,3,0,0
1,0,0,1,0,0,0,139,1,10,0.00940695406485451,0.00940695406485451,0.0481668518622501,4,0,0
0,1,1,0,1,0,0,139,0,10,-0.0574925318110855,0.0574925318110855,0.0635635725154478,5,0,0
0,1,1,0,1,0,0,139,0,10,-0.0044451296162735,0.0044451296162735,-0.0555912782456069,6,0,0
1,0,0,1,0,0,0,139,1,10,0.0892212806340725,0.0892212806340725,0.0503185386685348,7,0,0
1,0,0,1,0,0,0,139,1,10,-0.0255280055885755,0.0255280055885755,-0.052475620010588,8,0,0
0,1,0,1,1,1,1,139,1,10,-0.044866898770809,0.044866898770809,-0.065561246957267,9,0,0
1,0,1,0,0,1,1,139,0,10,0.0498915730315545,0.0498915730315545,0.019472340537444,10,0,0
0,1,1,0,1,0,0,139,0,10,-0.0170112949359545,0.0170112949359545,0.00358204416936836,11,0,0
0,1,0,1,1,1,1,139,1,10,0.0741733084509005,0.0741733084509005,-0.0651849244862939,12,0,0
0,1,1,0,1,0,0,139,0,10,0.0541046367527925,0.0541046367527925,-0.0572749286743687,13,0,0
1,0,0,1,0,0,0,139,1,10,0.00204948952611547,0.00204948952611547,-0.073014661201491,14,0,0
1,0,1,0,0,1,1,139,0,10,-0.0733235428706035,0.0733235428706035,-0.0266664027205351,15,0,0
1,0,1,0,0,1,1,139,0,10,-0.0379514947683315,0.0379514947683315,-0.0501607255501395,16,0,0
1,0,1,0,0,1,1,139,0,10,-0.0156790131095005,0.0156790131095005,-0.0784704174805701,17,0,0
1,0,0,1,0,0,0,139,1,10,-0.0600021221031685,0.0600021221031685,0.0667404433828628,18,0,0
0,1,0,1,1,1,1,139,1,10,0.0349512447021695,0.0349512447021695,-0.0105467683695926,19,0,0
0,1,0,1,1,1,1,139,1,10,0.0419433593008325,0.0419433593008325,-0.0674372624641502,20,0,0
1,0,1,0,0,1,1,139,0,10,-0.0740496332565415,0.0740496332565415,0.0375858136634145,21,0,0
1,0,0,1,0,0,0,139,1,10,-0.0206373943899635,0.0206373943899635,-0.00146708803378229,22,0,0
1,0,1,0,0,1,1,139,0,10,-0.0682267088407655,0.0682267088407655,-0.065579494227087,23,0,0
1,0,0,1,0,0,0,139,1,10,-0.0445162554846265,0.0445162554846265,0.0523992051833986,24,0,0
0,1,1,0,1,0,0,139,0,10,0.0171107067110915,0.0171107067110915,0.071624693822467,25,0,0
0,1,1,0,1,0,0,139,0,11,0.40710668365818,0.40710668365818,-0.0540153863521226,1,0,0
0,1,1,0,1,0,0,139,0,11,-0.405585853767782,0.405585853767782,-0.0302336781604968,2,0,0
1,0,1,0,0,1,1,139,0,11,-0.423136083442689,0.423136083442689,-0.0574267356729699,3,0,0
1,0,0,1,0,0,0,139,1,11,-0.448327503295373,0.448327503295373,0.0459939263858168,4,0,0
1,0,0,1,0,0,0,139,1,11,-0.419152332761376,0.419152332761376,0.0749972642276663,5,0,0
1,0,0,1,0,0,0,139,1,11,0.37115033676359,0.37115033676359,0.0491110738552193,6,0,0
0,1,1,0,1,0,0,139,0,11,-0.413653995437093,0.413653995437093,0.0427200671627145,7,0,0
1,0,1,0,0,1,1,139,0,11,-0.414466467091861,0.414466467091861,0.0383872947156769,8,0,0
0,1,1,0,1,0,0,139,0,11,0.406169456626186,0.406169456626186,0.0224661788778956,9,0,0
