chose_left,chose_right,reward_left,reward_right,choice,reward,reward_choice,subjID,onlyReward,blocks,contrast_difference,abs_condiff,rand_condiff,categoricalCondiff,trial,q_reward,mu
0,1,0,1,1,1,1,1,1,8,0.0789473684210526,0.0789473684210526,0.0557096719863602,1,8,0,0
1,0,1,0,0,1,1,1,0,8,-0.0473684210526316,0.0473684210526316,0.05099394390138,-1,9,0,0
1,0,1,0,0,1,1,1,0,8,-0.0263157894736842,0.0263157894736842,0.0429400808832143,-1,10,0,0
0,1,0,1,1,1,1,1,1,8,0.0157894736842105,0.0157894736842105,0.0551218814944916,1,11,0,0
0,1,0,1,1,1,1,1,1,8,0.0473684210526316,0.0473684210526316,0.0563770886819669,1,12,0,0
0,1,0,1,1,1,1,1,1,8,0.00526315789473684,0.00526315789473684,0.0165845626865785,1,13,0,0
0,1,0,1,1,1,1,1,1,8,0.0894736842105263,0.0894736842105263,0.0617071541809472,1,14,0,0
0,1,0,1,1,1,1,1,1,8,0.0789473684210526,0.0789473684210526,-0.00864796906294181,1,15,0,0
1,0,1,0,0,1,1,1,0,8,-0.0894736842105263,0.0894736842105263,-0.0258293067869451,-1,16,0,0
0,1,0,1,1,1,1,1,1,8,0.0263157894736842,0.0263157894736842,0.0538037740259421,1,17,0,0
1,0,1,0,0,1,1,1,0,8,-0.0578947368421053,0.0578947368421053,0.0115493432860189,-1,18,0,0
1,0,1,0,0,1,1,1,0,8,-0.0473684210526316,0.0473684210526316,-0.0272308971755996,-1,19,0,0
1,0,1,0,0,1,1,1,0,8,-0.0368421052631579,0.0368421052631579,0.00257923962992551,-1,20,0,0
1,0,1,0,0,1,1,1,0,8,-0.0473684210526316,0.0473684210526316,0.0417605888499967,-1,21,0,0
1,0,0,1,0,0,0,1,1,8,0.0473684210526316,0.0473684210526316,0.0162017932010527,1,22,0,0
1,0,1,0,0,1,1,1,0,8,-0.00526315789473684,0.00526315789473684,-0.00401872225286044,-1,23,0,0
0,1,0,1,1,1,1,1,1,8,0.0368421052631579,0.0368421052631579,0.0366234231788261,1,24,0,0
1,0,1,0,0,1,1,1,0,8,-0.0578947368421053,0.0578947368421053,0.0630561145649192,-1,25,0,0
1,0,0,1,0,0,0,1,1,9,0.0789473684210526,0.0789473684210526,-0.0399160776535711,1,1,0,0
1,0,1,0,0,1,1,1,0,9,-0.0473684210526316,0.0473684210526316,-0.00412288907810617,-1,2,0,0
0,1,0,1,1,1,1,1,1,9,0.068421052631579,0.068421052631579,-0.0276683268165504,1,3,0,0
0,1,0,1,1,1,1,1,1,9,0.0789473684210526,0.0789473684210526,0.0665130360648422,1,4,0,0
1,0,1,0,0,1,1,1,0,9,-0.0578947368421053,0.0578947368421053,0.046895552948737,-1,5,0,0
1,0,1,0,0,1,1,1,0,9,-0.0473684210526316,0.0473684210526316,0.0497025161305228,-1,6,0,0
1,0,1,0,0,1,1,1,0,9,-0.0578947368421053,0.0578947368421053,-0.0243086090120455,-1,7,0,0
1,0,1,0,0,1,1,1,0,9,-0.068421052631579,0.068421052631579,-0.0371269260186128,-1,8,0,0
1,0,1,0,0,1,1,1,0,9,-0.0578947368421053,0.0578947368421053,-0.0708151845886454,-1,9,0,0
1,0,0,1,0,0,0,1,1,9,0.0473684210526316,0.0473684210526316,-0.0221303731353436,1,10,0,0
0,1,0,1,1,1,1,1,1,9,0.0157894736842105,0.0157894736842105,-0.0170052152954438,1,11,0,0
0,1,0,1,1,1,1,1,1,9,0.1,0.1,0.0760000864551269,1,12,0,0
1,0,1,0,0,1,1,1,0,9,-0.1,0.1,0.0762966806806358,-1,13,0,0
0,1,0,1,1,1,1,1,1,9,0.0578947368421053,0.0578947368421053,0.0314397000101405,1,14,0,0
0,1,0,1,1,1,1,1,1,9,0.1,0.1,0.00490854371035153,1,15,0,0
0,1,1,0,1,0,0,1,0,9,-0.00526315789473684,0.00526315789473684,-0.026176977196431,-1,16,0,0
0,1,1,0,1,0,0,1,0,9,-0.0157894736842105,0.0157894736842105,-0.0452709244181189,-1,17,0,0
0,1,0,1,1,1,1,1,1,9,0.0368421052631579,0.0368421052631579,-0.00148409002135923,1,18,0,0
0,1,0,1,1,1,1,1,1,9,0.0263157894736842,0.0263157894736842,0.0198591603912542,1,19,0,0
0,1,0,1,1,1,1,1,1,9,0.0473684210526316,0.0473684210526316,-0.044734702168536,1,20,0,0
0,1,0,1,1,1,1,1,1,9,0.0894736842105263,0.0894736842105263,-0.0363153058823909,1,21,0,0
1,0,1,0,0,1,1,1,0,9,-0.1,0.1,0.0353665023199967,-1,22,0,0
0,1,0,1,1,1,1,1,1,9,0.0789473684210526,0.0789473684210526,0.00230088952922261,1,23,0,0
0,1,0,1,1,1,1,1,1,9,0.0789473684210526,0.0789473684210526,-0.0165385366408239,1,24,0,0
1,0,1,0,0,1,1,1,0,9,-0.0368421052631579,0.0368421052631579,-0.0481796727671048,-1,25,0,0
1,0,0,1,0,0,0,1,1,10,0.0368421052631579,0.0368421052631579,0.00871595010957799,1,1,0,0
0,1,0,1,1,1,1,1,1,10,0.068421052631579,0.068421052631579,0.0253336353640497,1,2,0,0
1,0,1,0,0,1,1,1,0,10,-0.068421052631579,0.068421052631579,-0.0655009834709289,-1,3,0,0
0,1,0,1,1,1,1,1,1,10,0.068421052631579,0.068421052631579,0.0221674634879826,1,4,0,0
0,1,0,1,1,1,1,1,1,10,0.0157894736842105,0.0157894736842105,0.0694972570692804,1,5,0,0
1,0,1,0,0,1,1,1,0,10,-0.0789473684210526,0.0789473684210526,-0.0177577348308586,-1,6,0,0
1,0,1,0,0,1,1,1,0,10,-0.0789473684210526,0.0789473684210526,0.0484791854849704,-1,7,0,0
0,1,0,1,1,1,1,1,1,10,0.0368421052631579,0.0368421052631579,-0.0787089020872227,1,8,0,0
0,1,0,1,1,1,1,1,1,10,0.0263157894736842,0.0263157894736842,0.0396560871098721,1,9,0,0
0,1,0,1,1,1,1,1,1,10,0.0263157894736842,0.0263157894736842,-0.0618381876800704,1,10,0,0
0,1,0,1,1,1,1,1,1,10,0.0157894736842105,0.0157894736842105,-0.0306659734204077,1,11,0,0
0,1,0,1,1,1,1,1,1,10,0.1,0.1,0.00250112235943777,1,12,0,0
0,1,1,0,1,0,0,1,0,10,-0.0263157894736842,0.0263157894736842,-0.0407029753386956,-1,13,0,0
1,0,1,0,0,1,1,1,0,10,-0.0473684210526316,0.0473684210526316,-0.0238983078282923,-1,14,0,0
0,1,0,1,1,1,1,1,1,10,0.0368421052631579,0.0368421052631579,-0.0703844322198459,1,15,0,0
1,0,1,0,0,1,1,1,0,10,-0.0368421052631579,0.0368421052631579,-0.0451415687486103,-1,16,0,0
0,1,0,1,1,1,1,1,1,10,0.1,0.1,-0.0581874295005522,1,17,0,0
1,0,0,1,0,0,0,1,1,10,0.0473684210526316,0.0473684210526316,0.0541315524087814,1,18,0,0
1,0,1,0,0,1,1,1,0,10,-0.068421052631579,0.068421052631579,-0.0152401733530341,-1,19,0,0
