chose_left,chose_right,reward_left,reward_right,choice,reward,reward_choice,subjID,chose_low,chose_high,onlyReward,blocks,contrast_difference,abs_condiff,rand_condiff,trial,q_reward,mu,newChose_left,newChose_right
0,1,1,0,1,0,0,192,0,1,0,2,-0.0202503439683865,0.0202503439683865,0.0640238970561624,24,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,2,0.0273607759372305,0.0273607759372305,0.0185420470710535,25,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,3,-0.0142167392583785,0.0142167392583785,-0.0415859004761503,1,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,3,-0.0334681803531235,0.0334681803531235,0.00461864073356599,2,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,3,0.0861167034945375,0.0861167034945375,0.0706203458392444,3,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,3,-0.0620400298833465,0.0620400298833465,-0.0363107562949522,4,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,3,0.0771001394939995,0.0771001394939995,-0.0711050505236523,5,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,3,-0.0732422366646355,0.0732422366646355,-0.00209389165945169,6,0,0,0,1
1,0,1,0,0,1,1,192,1,0,0,3,-0.00876550187520048,0.00876550187520048,0.012885350554018,7,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,3,0.0108323778163675,0.0108323778163675,0.0296900191533318,8,0,0,1,0
1,0,0,1,0,0,0,192,1,0,1,3,-0.0131102779756255,0.0131102779756255,-0.0650867683438819,9,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,3,-0.0908377072424765,0.0908377072424765,0.0513606743178136,10,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,3,0.0974518679313395,0.0974518679313395,0.00401933692053966,11,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,3,-0.0690543338091755,0.0690543338091755,0.049328039541952,12,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,3,0.0242853108984995,0.0242853108984995,-0.0235365881100333,13,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,3,0.014482274389147,0.014482274389147,-0.0707116528626467,14,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,3,0.0110357534239445,0.0110357534239445,-0.0598115888583228,15,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,3,0.0122270721065895,0.0122270721065895,0.0275514815892986,16,0,0,1,0
0,1,1,0,1,0,0,192,1,0,0,3,0.0270929726930045,0.0270929726930045,0.0279662383288422,17,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,3,0.0398903517067335,0.0398903517067335,-0.0607622009474267,18,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,3,-0.0257789777002015,0.0257789777002015,0.0471882408082913,19,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,3,-0.0954360028873305,0.0954360028873305,0.0116688014042912,20,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,3,-0.0807269153663755,0.0807269153663755,-0.0738682156417786,21,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,3,0.0133506786464505,0.0133506786464505,-0.0774424152340214,22,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,3,-0.031345465931706,0.031345465931706,0.0324426166965899,23,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,3,0.00704930573255952,0.00704930573255952,0.0728898913964593,24,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,3,0.0130447782791045,0.0130447782791045,0.0174703292165198,25,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,4,-0.0419168140272855,0.0419168140272855,-0.0465427693799898,1,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,4,-0.0780668124000645,0.0780668124000645,0.0701748327625756,2,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,4,0.0423863142767645,0.0423863142767645,-0.0074318171857011,3,0,0,1,0
1,0,1,0,0,1,1,192,1,0,0,4,-0.0116185579962045,0.0116185579962045,0.0580598713449454,4,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,4,0.0185810879489345,0.0185810879489345,-0.0472240369415585,5,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,4,-0.0067446096139345,0.0067446096139345,0.061060220502203,6,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,4,0.0854752911247275,0.0854752911247275,-0.0700843002910493,7,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,4,0.0726765698941615,0.0726765698941615,0.0373519584119034,8,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,4,-0.0197671809362715,0.0197671809362715,-0.0138932832280437,9,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,4,-0.0804732885871905,0.0804732885871905,-0.0485784070238396,10,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,4,0.0143372040322205,0.0143372040322205,0.00302272825728381,11,0,0,1,0
0,1,0,1,1,1,1,192,1,0,1,4,0.00336949964570848,0.00336949964570848,0.022397185683055,12,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,4,0.0618612491659055,0.0618612491659055,-0.0316128536988465,13,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,4,0.0805549662919625,0.0805549662919625,-0.016670088041884,14,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,4,0.0091613087377935,0.0091613087377935,0.0314229116752338,15,0,0,0,1
1,0,1,0,0,1,1,192,1,0,0,4,-0.0162431113825825,0.0162431113825825,0.0589746735949564,16,0,0,1,0
1,0,1,0,0,1,1,192,1,0,0,4,-0.0308900541650285,0.0308900541650285,0.0597644788164175,17,0,0,1,0
0,1,0,1,1,1,1,192,1,0,1,4,0.0898186506439175,0.0898186506439175,0.0368311398748855,18,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,4,-0.0244835147579245,0.0244835147579245,0.0348802471218536,19,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,4,0.0328931256090805,0.0328931256090805,-0.0544209809008286,20,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,4,-0.0491125045490755,0.0491125045490755,0.0674315438244031,21,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,4,0.0335883201288645,0.0335883201288645,0.00568390433799996,22,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,4,0.0240574588155025,0.0240574588155025,0.0508904704334289,23,0,0,0,1
1,0,0,1,0,0,0,192,1,0,1,4,-0.0216250465412395,0.0216250465412395,0.0106041307954154,24,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,4,-0.0664580970666275,0.0664580970666275,0.0501718085882867,25,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,5,-0.421256743627955,0.421256743627955,0.0629260112122865,1,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,5,-0.371943382276603,0.371943382276603,0.0612339547213346,2,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,5,0.401945889496167,0.401945889496167,-0.0568126366728922,3,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,5,-0.367922335061638,0.367922335061638,0.0658110921546917,4,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,5,0.365223222231306,0.365223222231306,-0.0588491275937756,5,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,5,0.40853660559445,0.40853660559445,-0.000514509079099543,6,0,0,1,0
1,0,0,1,0,0,0,192,1,0,1,5,-0.399570379302181,0.399570379302181,-0.032115137366564,7,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,5,-0.426352654011396,0.426352654011396,0.0680961178548208,8,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,5,-0.400581744170101,0.400581744170101,-0.0747962144474615,9,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,5,0.418330167834894,0.418330167834894,0.00982926059214295,10,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,5,0.358984265037339,0.358984265037339,-0.0470068066451636,11,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,5,0.374200266873328,0.374200266873328,0.0478150975283784,12,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,5,-0.437247394972366,0.437247394972366,-0.0519915892352823,13,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,5,0.434138688920075,0.434138688920075,0.0615423905666296,14,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,5,0.404947191263436,0.404947191263436,0.0412853191538283,15,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,5,-0.399004425422156,0.399004425422156,-0.0089349659861462,16,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,5,0.380713263178493,0.380713263178493,0.0575420490387473,17,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,5,-0.396644481796239,0.396644481796239,-0.0201126939223484,18,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,5,0.44278661216375,0.44278661216375,-0.0181523221747076,19,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,5,-0.420103655308892,0.420103655308892,-0.0585174857248105,20,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,5,0.379934906104255,0.379934906104255,0.0567396686027279,21,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,5,-0.448030722890745,0.448030722890745,-0.0573882329817504,22,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,5,-0.40377454666071,0.40377454666071,-0.0620947459451993,23,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,5,-0.389974547412069,0.389974547412069,-0.037685120938602,24,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,5,0.363886269921442,0.363886269921442,-0.00702982012628992,25,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,6,-0.0728901839684225,0.0728901839684225,0.0327156895981651,1,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,6,-0.0125579237185595,0.0125579237185595,-0.00144508036655008,2,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,6,-0.0540515669104555,0.0540515669104555,-0.0686615507526131,3,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,6,0.0845300131533875,0.0845300131533875,-0.0695353445705083,4,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,6,-0.0485943534243745,0.0485943534243745,-0.0497354681250305,5,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,6,-0.0264487397060275,0.0264487397060275,-0.0683288751002281,6,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,6,0.0900960427459625,0.0900960427459625,-0.0128336293076538,7,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,6,0.0394838482133915,0.0394838482133915,-0.0349952470378803,8,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,6,-0.0589862635788235,0.0589862635788235,-0.079912238867104,9,0,0,0,1
1,0,1,0,0,1,1,192,1,0,0,6,-0.0278288873563705,0.0278288873563705,0.00798828468263596,10,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,6,0.0244406810477525,0.0244406810477525,0.0578373989552046,11,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,6,0.0408674947360555,0.0408674947360555,0.00975636397075373,12,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,6,-0.0501161317464115,0.0501161317464115,-0.0496607106127651,13,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,6,0.0182243016334715,0.0182243016334715,0.0336005817982534,14,0,0,1,0
0,1,0,1,1,1,1,192,1,0,1,6,0.00391670889556248,0.00391670889556248,0.0706831056718614,15,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,6,0.00976122898804049,0.00976122898804049,0.0350758875446753,16,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,6,-0.00180051430946951,0.00180051430946951,0.0533162218359707,17,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,6,0.0545751143332755,0.0545751143332755,-0.0124867055244979,18,0,0,1,0
0,1,0,1,1,1,1,192,1,0,1,6,0.0225944553046955,0.0225944553046955,-0.0642284133960323,19,0,0,0,1
0,1,0,1,1,1,1,192,1,0,1,6,0.0190181316251655,0.0190181316251655,-0.0281203673594317,20,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,6,0.0184762495665645,0.0184762495665645,-0.00645878043470746,21,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,6,-0.0759551270666385,0.0759551270666385,0.0771676624830606,22,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,6,0.0470085312883605,0.0470085312883605,-0.0618872427062533,23,0,0,1,0
1,0,0,1,0,0,0,192,1,0,1,6,-0.0394023139324205,0.0394023139324205,-0.0584731005776612,24,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,6,-0.0583392160643285,0.0583392160643285,0.0296476344147246,25,0,0,0,1
0,1,1,0,1,0,0,192,1,0,0,7,0.0170583809699285,0.0170583809699285,0.0436031838973077,1,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,7,0.07451806640211,0.07451806640211,-0.00294796111416966,2,0,0,1,0
1,0,0,1,0,0,0,192,1,0,1,7,-0.00111640206098848,0.00111640206098848,0.0797791198272939,3,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,7,0.0179901055026995,0.0179901055026995,0.0658000790174224,4,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,7,-0.0991224072366225,0.0991224072366225,0.0603155621636495,5,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,7,0.0920320130874385,0.0920320130874385,-0.0503929774704692,6,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,7,0.014931487105142,0.014931487105142,-0.0296346048988408,7,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,7,-0.0802415609723745,0.0802415609723745,-0.0299913329792383,8,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,7,0.0597637241857845,0.0597637241857845,-0.0293946429914392,9,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,7,0.0977476515024255,0.0977476515024255,0.0406189141475539,10,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,7,0.0897813144638375,0.0897813144638375,0.0704596619857624,11,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,7,-0.0929812186348215,0.0929812186348215,-0.0766432904988578,12,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,7,-0.0767796777506985,0.0767796777506985,0.0398952840523172,13,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,7,-0.0586302487444315,0.0586302487444315,0.0601339131325282,14,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,7,-0.0449391738312895,0.0449391738312895,0.0560801504776294,15,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,7,-0.0755335427122595,0.0755335427122595,0.0100745248646798,16,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,7,0.0744931341718065,0.0744931341718065,0.0308842911639554,17,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,7,-0.0348487120659625,0.0348487120659625,-0.0464117749406284,18,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,7,-0.0819857095179865,0.0819857095179865,0.032241139837862,19,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,7,0.0181769925337745,0.0181769925337745,-0.0261837589280898,20,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,7,0.0607896161750805,0.0607896161750805,0.0189446660205286,21,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,7,-0.0148185916697385,0.0148185916697385,0.0282605621322921,22,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,7,-0.0964962090613945,0.0964962090613945,-0.0155048292466807,23,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,7,-0.0850105996044025,0.0850105996044025,-0.0564810654036733,24,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,7,0.0512348103435115,0.0512348103435115,0.0363862724513904,25,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,8,-0.362002105990413,0.362002105990413,-0.0542179628175354,1,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,8,0.411829092510154,0.411829092510154,0.00513139914229628,2,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,8,-0.356181948672252,0.356181948672252,-0.0284419613261098,3,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,8,0.419244824309265,0.419244824309265,-0.0669668060000247,4,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,8,0.366826217364686,0.366826217364686,-0.0299856462572086,5,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,8,0.448934118778976,0.448934118778976,-0.0260943135175021,6,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,8,-0.364332913742521,0.364332913742521,-0.0615396553541726,7,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,8,0.399447123362556,0.399447123362556,-0.0422875926709807,8,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,8,-0.435540038306627,0.435540038306627,0.0334401853334501,9,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,8,0.445291348192381,0.445291348192381,0.0604150857561184,10,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,8,-0.397053297539772,0.397053297539772,-0.0152637495925502,11,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,8,-0.420633444221205,0.420633444221205,0.0329345428189898,12,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,8,-0.395761534269091,0.395761534269091,-0.0259522343883878,13,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,8,-0.37218584982907,0.37218584982907,0.0438526134668687,14,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,8,-0.425732189984784,0.425732189984784,-0.0787674453610073,15,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,8,-0.443468810167481,0.443468810167481,0.0487458623777091,16,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,8,-0.402522631405245,0.402522631405245,0.0703801608982567,17,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,8,0.363077488927367,0.363077488927367,-0.0793155658249003,18,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,8,-0.438251205958079,0.438251205958079,-0.0745785178096007,19,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,8,-0.354861571784533,0.354861571784533,0.0349740491269412,20,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,8,0.363579115986994,0.363579115986994,-0.0530188961869013,21,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,8,0.440837576695394,0.440837576695394,-0.0410666788067144,22,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,8,0.403019574934097,0.403019574934097,0.0193981314052456,23,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,8,0.374706701191877,0.374706701191877,0.00951196893757915,24,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,8,0.357819696353144,0.357819696353144,-0.00976040806701224,25,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,9,-0.000135471566465484,0.000135471566465484,0.0293291827932499,1,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,9,-0.0733181287962265,0.0733181287962265,0.0302031806588153,2,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,9,-0.0948522244221835,0.0948522244221835,0.0654886404784628,3,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,9,-0.0767499989410425,0.0767499989410425,0.0344726429976153,4,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,9,0.0890814283231115,0.0890814283231115,-0.0648112462027928,5,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,9,0.0911748315617395,0.0911748315617395,0.0502890272179024,6,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,9,0.000468695738366526,0.000468695738366526,-0.0102081790164503,7,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,9,-0.0291547374322935,0.0291547374322935,-0.0706356572139717,8,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,9,-0.0730320937276745,0.0730320937276745,0.00860712987560347,9,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,9,-0.0886859187561225,0.0886859187561225,0.0319173369336807,10,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,9,-0.0906267010603795,0.0906267010603795,0.00217211649067592,11,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,9,0.0654633602415275,0.0654633602415275,0.00336245092571941,12,0,0,1,0
1,0,1,0,0,1,1,192,1,0,0,9,-0.0277011390081695,0.0277011390081695,0.0613237543223422,13,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,9,0.0332502577212575,0.0332502577212575,0.048114030281156,14,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,9,-0.0493290066789365,0.0493290066789365,-0.0526168315399141,15,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,9,0.0266723700277375,0.0266723700277375,-0.0348443617442548,16,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,9,0.0814193616419515,0.0814193616419515,-0.0750914865716059,17,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,9,-0.0204903319627635,0.0204903319627635,-0.0731592306381612,18,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,9,0.0708989939837655,0.0708989939837655,0.0500970219941948,19,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,9,-0.0577538243412375,0.0577538243412375,-0.0155070374629736,20,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,9,0.0152849196702575,0.0152849196702575,0.0253010697007204,21,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,9,0.0669483289304595,0.0669483289304595,0.00189523751459213,22,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,9,0.0649054070196945,0.0649054070196945,-0.0107144281075601,23,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,9,-0.00129225319356799,0.00129225319356799,0.0316557231737249,24,0,0,0,1
0,1,1,0,1,0,0,192,1,0,0,9,0.0169681097358865,0.0169681097358865,-0.0078682358636081,25,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,10,-0.0378598446580555,0.0378598446580555,0.0437954424739834,1,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,10,-0.00958693804604252,0.00958693804604252,-0.00880187272135399,2,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,10,0.00978074527390752,0.00978074527390752,0.0183768754876505,3,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.0956928854120235,0.0956928854120235,0.0322299095667494,4,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.054982928987244,0.054982928987244,0.0449662922788377,5,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,10,-0.0988061132275975,0.0988061132275975,0.0254993281202243,6,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,10,-0.0326026900078035,0.0326026900078035,0.0534782383383954,7,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,10,0.0757212451832115,0.0757212451832115,0.0181160593697546,8,0,0,1,0
1,0,1,0,0,1,1,192,1,0,0,10,-0.00612993700784351,0.00612993700784351,0.0292621447172524,9,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,10,-0.0846711625032275,0.0846711625032275,0.00142193162789078,10,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,10,0.0883140469621725,0.0883140469621725,-0.0615836835085747,11,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.0758327487407235,0.0758327487407235,-0.0321046664747395,12,0,0,1,0
0,1,1,0,1,0,0,192,0,1,0,10,-0.0173284297999905,0.0173284297999905,-0.0510850644744603,13,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,10,-0.0392358715624065,0.0392358715624065,0.0728574825180803,14,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,10,0.0549966665405885,0.0549966665405885,0.0174418476458958,15,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,10,-0.0549223734002415,0.0549223734002415,0.047420774311203,16,0,0,0,1
1,0,1,0,0,1,1,192,1,0,0,10,-0.0261790363424115,0.0261790363424115,-0.0013759770272927,17,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.0960123208510775,0.0960123208510775,-0.0125235013089166,18,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,10,0.0360724339919485,0.0360724339919485,0.0663607749403532,19,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.086220615597826,0.086220615597826,0.0617931530445324,20,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.0536308293074655,0.0536308293074655,0.0698244694619133,21,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.054359350953022,0.054359350953022,0.0271925124341516,22,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,10,0.00689417898858352,0.00689417898858352,0.0210988103591862,23,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,10,-0.097055535156829,0.097055535156829,-0.00431396758188222,24,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,10,-0.0357310331119605,0.0357310331119605,-0.0307331235337548,25,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,11,-0.380319494822672,0.380319494822672,0.0781029884882764,1,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,11,-0.431961299908978,0.431961299908978,-0.00674600280122542,2,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,11,0.449613492344903,0.449613492344903,-0.0267760960996748,3,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,11,-0.41941467973458,0.41941467973458,-0.00691874110009502,4,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,11,-0.410145165431858,0.410145165431858,0.0733871056852356,5,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,11,-0.373837913074629,0.373837913074629,0.0419673815246444,6,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,11,0.418510151450087,0.418510151450087,-0.0132035201908766,7,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,11,0.432964822369217,0.432964822369217,0.0183186469294147,8,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,11,0.395357848349201,0.395357848349201,-0.00474474278734073,9,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,11,-0.38917544673036,0.38917544673036,0.0680176032965275,10,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,11,-0.360856902058567,0.360856902058567,0.0762025396643563,11,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,11,-0.375906339186063,0.375906339186063,0.0767455668359641,12,0,0,0,1
0,1,1,0,1,0,0,192,0,1,0,11,-0.421618544254504,0.421618544254504,-0.0578385614194072,13,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,11,0.388981778491408,0.388981778491408,-0.0378777709216318,14,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,11,-0.388093892247372,0.388093892247372,-0.0660458279479393,15,0,0,0,1
0,1,0,1,1,1,1,192,0,1,1,11,-0.374826464161727,0.374826464161727,-0.034192425252354,16,0,0,0,1
1,0,0,1,0,0,0,192,0,1,1,11,0.442340286934539,0.442340286934539,0.0259345982503602,17,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,11,-0.376198320790146,0.376198320790146,-0.0274497602862333,18,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,11,0.422902916845309,0.422902916845309,0.0682663609554406,19,0,0,1,0
0,1,0,1,1,1,1,192,0,1,1,11,-0.356826544888981,0.356826544888981,-0.00525259902460451,20,0,0,0,1
1,0,1,0,0,1,1,192,0,1,0,11,0.388663532904527,0.388663532904527,-0.0794864519116151,21,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,11,0.417606474525835,0.417606474525835,0.043515770219078,22,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,11,0.423504703667357,0.423504703667357,0.0455234235709479,23,0,0,1,0
1,0,0,1,0,0,0,192,0,1,1,11,0.393986313121475,0.393986313121475,0.0681921746439127,24,0,0,1,0
1,0,1,0,0,1,1,192,0,1,0,11,0.402451375636197,0.402451375636197,-0.0644072530059034,25,0,0,1,0
