chose_left,chose_right,reward_left,reward_right,choice,reward,reward_choice,subjID,chose_low,chose_high,onlyReward,blocks,contrast_difference,abs_condiff,rand_condiff,trial,q_reward,mu,newChose_left,newChose_right
1,0,1,0,0,1,1,310,0,1,0,2,0.395623563615029,0.395623563615029,0.0500345463654922,23,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,2,-0.425287005484448,0.425287005484448,0.0235271198712074,24,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,2,-0.391432697832738,0.391432697832738,-0.00967438233085029,25,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,3,0.0880557805069685,0.0880557805069685,0.0623989615109376,1,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,3,0.0877425283908795,0.0877425283908795,0.0627869293380146,2,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,3,0.0316397227837385,0.0316397227837385,-0.0196227968854524,3,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,3,-0.0428303225789075,0.0428303225789075,-0.0180610264359875,4,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,3,-0.0101606469905735,0.0101606469905735,0.0330458405163481,5,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,3,-0.0866488416893295,0.0866488416893295,-0.0547387655596079,6,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,3,0.0664607337652525,0.0664607337652525,0.00882624076461141,7,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,3,-0.0950342831797645,0.0950342831797645,-0.0650572284249721,8,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,3,0.0573027754268435,0.0573027754268435,-0.0334988891114614,9,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,3,0.0516326082015625,0.0516326082015625,0.0336025287453042,10,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,3,-0.0443036843074595,0.0443036843074595,-0.0441977282140054,11,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,3,-0.069620725163707,0.069620725163707,0.00700333142528205,12,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,3,-0.0247320888564825,0.0247320888564825,0.0644724613903277,13,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,3,0.024098189959923,0.024098189959923,-0.0131551829358123,14,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,3,-0.0273200478840185,0.0273200478840185,0.0487653232346855,15,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,3,0.0824549475995085,0.0824549475995085,0.0449799485060457,16,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,3,-0.0170463116245455,0.0170463116245455,0.00751711618644833,17,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,3,0.0700579011842005,0.0700579011842005,0.0078681478600842,18,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,3,-0.0880653324755135,0.0880653324755135,0.0436140592242401,19,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,3,0.096143357267364,0.096143357267364,0.0046767957594151,20,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,3,0.0414429487059315,0.0414429487059315,0.0432200934313611,21,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,3,-0.0566098696004885,0.0566098696004885,0.0522363451670447,22,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,3,0.0140978709378075,0.0140978709378075,-0.0671466153092277,23,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,3,0.00689908688260549,0.00689908688260549,0.0139047575686865,24,0,0,1,0
0,1,1,0,1,0,0,310,0,1,0,3,-0.0248108986620565,0.0248108986620565,0.0314845035631935,25,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,4,0.378317605844089,0.378317605844089,0.0413290732346951,1,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,4,0.364208996680971,0.364208996680971,0.00316025093441949,2,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,4,0.41907386615825,0.41907386615825,-0.0297957544664267,3,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,4,-0.40224647603249,0.40224647603249,-0.00933943057136508,4,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,4,0.391632719361142,0.391632719361142,0.0713206116774558,5,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,4,-0.375377444194692,0.375377444194692,-0.0710440045697645,6,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,4,0.423183398636656,0.423183398636656,0.0794647952146265,7,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,4,-0.449153983291094,0.449153983291094,-0.0656330408901337,8,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,4,0.395280764000272,0.395280764000272,-0.0144521841751614,9,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,4,-0.405919980951659,0.405919980951659,-0.0615829887225045,10,0,0,1,0
0,1,1,0,1,0,0,310,0,1,0,4,-0.391385059559507,0.391385059559507,0.01285830374226,11,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,4,-0.432710518939883,0.432710518939883,-0.067085364617647,12,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,4,0.369264609139312,0.369264609139312,0.0114644128103646,13,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,4,-0.410271710499399,0.410271710499399,0.0579612267544324,14,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,4,-0.404459463039474,0.404459463039474,-0.0459352529906255,15,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,4,0.370842816144184,0.370842816144184,0.0221110095142613,16,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,4,0.44893546875228,0.44893546875228,0.0166658821735681,17,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,4,-0.428008524674672,0.428008524674672,0.0477601413322384,18,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,4,0.387654097631198,0.387654097631198,-0.031699810835921,19,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,4,-0.390817727909378,0.390817727909378,0.0316816933662683,20,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,4,-0.440454245380021,0.440454245380021,0.0474159951028532,21,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,4,0.416654040166115,0.416654040166115,-0.0766121492590161,22,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,4,0.368947249758026,0.368947249758026,-0.0713795253318624,23,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,4,0.400821651156199,0.400821651156199,-0.0683935054211362,24,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,4,-0.40718540938903,0.40718540938903,-0.0756528592616178,25,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,5,-0.00160726818345053,0.00160726818345053,0.0471113420418081,1,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,5,0.0689397045568265,0.0689397045568265,-0.00927684038578969,2,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0183192896415485,0.0183192896415485,0.0303328381486734,3,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0907088462876045,0.0907088462876045,0.0667270360906864,4,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0491320220324295,0.0491320220324295,-0.069149072245105,5,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.089906006485646,0.089906006485646,-0.0061169863583236,6,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,5,0.0319031332742515,0.0319031332742515,-0.00466535463193811,7,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,5,0.0233838247137555,0.0233838247137555,0.0477006268599697,8,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,5,0.083851121506785,0.083851121506785,0.0538514052733135,9,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,5,0.00882290582560649,0.00882290582560649,-0.0121428684552797,10,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,5,0.0999913960587455,0.0999913960587455,0.0795037746208542,11,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,5,0.0535409376251805,0.0535409376251805,-0.0671521988868617,12,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,5,-0.0821297603038135,0.0821297603038135,-0.071501825659588,13,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0337455624155675,0.0337455624155675,-0.013914384147063,14,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0283943986787995,0.0283943986787995,-0.0614739954548688,15,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.016370132157257,0.016370132157257,-0.0145172451844043,16,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0409087066482295,0.0409087066482295,-0.060944866628589,17,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0846904230127945,0.0846904230127945,0.0242579362660311,18,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0263545626310085,0.0263545626310085,-0.00618498909535468,19,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,5,0.0146466701654535,0.0146466701654535,-0.0412965698979302,20,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,5,0.0270197971195415,0.0270197971195415,-0.0529093107015799,21,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,5,0.0669895973815085,0.0669895973815085,0.00896874424868567,22,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,5,0.00103747200038248,0.00103747200038248,-0.0572892662400833,23,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,5,-0.0559030670100255,0.0559030670100255,-0.0198227309498218,24,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,5,0.00564225046158148,0.00564225046158148,0.018823087893304,25,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,6,-0.0372282930257465,0.0372282930257465,-0.0734262886360751,1,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,6,-0.0735258091684125,0.0735258091684125,-0.0118208085801096,2,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,6,0.0970616591654255,0.0970616591654255,0.0703456143659279,3,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,6,0.0234168827676205,0.0234168827676205,0.0685744452607381,4,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,6,-0.0822910674443955,0.0822910674443955,0.0467335412509723,5,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,6,0.00925710206310251,0.00925710206310251,0.0197301767616904,6,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,6,-0.0237596037892225,0.0237596037892225,0.0311668463680359,7,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,6,0.081103910284301,0.081103910284301,0.0488112307646432,8,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,6,0.054934757956409,0.054934757956409,0.000315895343925857,9,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,6,-0.0865249130430365,0.0865249130430365,0.0762543377576769,10,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,6,-0.0207851292191815,0.0207851292191815,0.0630967779603242,11,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,6,-0.0275143108728985,0.0275143108728985,0.0135986993422734,12,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,6,0.00311755485042647,0.00311755485042647,-0.0453500461992211,13,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,6,-0.0286242716652275,0.0286242716652275,0.0531533243936681,14,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,6,0.055212587304784,0.055212587304784,0.0353826682147401,15,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,6,-0.0219556452626565,0.0219556452626565,-0.0023942297794335,16,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,6,-0.0497307087230385,0.0497307087230385,-0.0404378270305469,17,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,6,-0.034512700099961,0.034512700099961,0.0293950071416163,18,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,6,0.00566628172907552,0.00566628172907552,0.0203000890746454,19,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,6,0.0811999249730095,0.0811999249730095,0.021068656119547,20,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,6,0.0373669459933745,0.0373669459933745,-0.00910292352938943,21,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,6,0.0319267124775865,0.0319267124775865,-0.0230904960500179,22,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,6,0.0811791510208695,0.0811791510208695,-0.0684097568008752,23,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,6,-0.0070516532476145,0.0070516532476145,-0.042203278116148,24,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,6,-0.0250444530724685,0.0250444530724685,-0.021941707649511,25,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,7,-0.0292375333797605,0.0292375333797605,-0.0777103105714708,1,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,7,-0.0113700720192745,0.0113700720192745,0.0785889347882535,2,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,7,0.0774766751371025,0.0774766751371025,-0.0454730795829872,3,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,7,0.0872234342607405,0.0872234342607405,0.0518937311661874,4,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,7,-0.0344977886091945,0.0344977886091945,0.0407364180438952,5,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,7,0.0706006741314695,0.0706006741314695,-0.0634566630013081,6,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,7,-0.095110081155146,0.095110081155146,0.0319588716905312,7,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.00886045315253853,0.00886045315253853,-0.0541143209298602,8,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,7,0.018997178480653,0.018997178480653,0.0555256046170277,9,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,7,0.00455846573964352,0.00455846573964352,0.0188488151079113,10,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.0108187094666685,0.0108187094666685,0.0512502618610949,11,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.0364348375535305,0.0364348375535305,-0.0301000814593641,12,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,7,0.0155207798489475,0.0155207798489475,-0.00538569289051924,13,0,0,1,0
1,0,0,1,0,0,0,310,0,1,1,7,0.0100691510726475,0.0100691510726475,0.0340795135068664,14,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.0772781846885215,0.0772781846885215,-0.0553939707485135,15,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.061314615565635,0.061314615565635,0.0365033392274391,16,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.0357113600842705,0.0357113600842705,-0.0149006876299299,17,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,7,0.0842526324186595,0.0842526324186595,0.0244309600600177,18,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,7,0.0421590339782795,0.0421590339782795,0.00011343274209194,19,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,7,-0.0877278251965485,0.0877278251965485,-0.0430463681695491,20,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,7,-0.0907967759746045,0.0907967759746045,-0.0790243746255664,21,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,7,0.0601986834310245,0.0601986834310245,0.0518396660949988,22,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,7,-0.0465485212740395,0.0465485212740395,-0.00183053673861142,23,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,7,0.090116989076547,0.090116989076547,-0.0100520968377859,24,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,7,0.0315257697748925,0.0315257697748925,0.0775524982145606,25,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0801613938946975,0.0801613938946975,0.00432168254865024,1,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0266899579600625,0.0266899579600625,0.01475668208935,2,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0952999768114035,0.0952999768114035,0.0309396076815036,3,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0904571451344795,0.0904571451344795,0.0620665063085194,4,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0783110005839005,0.0783110005839005,-0.01296435899132,5,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,8,-0.0945259793698875,0.0945259793698875,0.058381106366368,6,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,8,0.0999398139135315,0.0999398139135315,-0.0535920221689615,7,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,8,-0.0847878475129755,0.0847878475129755,0.00660967054948026,8,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,8,-0.0547601620212075,0.0547601620212075,-0.0321335801744082,9,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,8,-0.0815697374725795,0.0815697374725795,0.00513722297736387,10,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,8,0.0083511148402575,0.0083511148402575,0.0302848964858393,11,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,8,-0.091699526484927,0.091699526484927,0.0550070111350365,12,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,8,-0.0524289193753945,0.0524289193753945,-0.0371113705113741,13,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,8,0.0416162732287265,0.0416162732287265,-0.0488590623170892,14,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,8,-0.0815623732074905,0.0815623732074905,-0.00812722238250232,15,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,8,0.0225787459159575,0.0225787459159575,0.0387221330529825,16,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0226804515786485,0.0226804515786485,-0.0046523506315837,17,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,8,0.0277848275793035,0.0277848275793035,-0.0490026161999831,18,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,8,-0.026733639527602,0.026733639527602,0.0267077873211804,19,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,8,-0.0422664590465545,0.0422664590465545,0.0637419714980943,20,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,8,0.039162079059089,0.039162079059089,0.0290366266847548,21,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,8,-0.0962874413445275,0.0962874413445275,-0.0750188426012388,22,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,8,-0.0699736818150145,0.0699736818150145,-0.047198553600025,23,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,8,-0.0496683028748065,0.0496683028748065,0.0482506776665889,24,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,8,0.0841669691465785,0.0841669691465785,-0.0473523913405823,25,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0994168559218445,0.0994168559218445,-0.0661941447314489,1,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0956573503507905,0.0956573503507905,-0.0487340180679966,2,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,9,0.0632878024319515,0.0632878024319515,0.0661485604468697,3,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0363661998884845,0.0363661998884845,0.0307074913790253,4,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,9,-0.00296616519538048,0.00296616519538048,0.040594867373298,5,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,9,-0.0239613603873125,0.0239613603873125,0.00842669658647824,6,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,9,-0.0585314593786325,0.0585314593786325,-0.0304262527281926,7,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0716647043806045,0.0716647043806045,0.0411037839761371,8,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0873697279507825,0.0873697279507825,0.00152804775682576,9,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,9,0.0148213064847025,0.0148213064847025,-0.0273987219101656,10,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0604349925682115,0.0604349925682115,0.051094544876243,11,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,9,-0.0514599828506845,0.0514599828506845,-0.0475943309101924,12,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,9,0.0148612112269805,0.0148612112269805,-0.0792301173055471,13,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0386768367743935,0.0386768367743935,0.0142290996785629,14,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0514653417646065,0.0514653417646065,-0.0158046187840321,15,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.00729020770719851,0.00729020770719851,0.0329519339385186,16,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,9,-0.0152626480199915,0.0152626480199915,-0.0495875032789407,17,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0950899150765565,0.0950899150765565,0.00072797106490223,18,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0923978832064995,0.0923978832064995,-0.0627519336581968,19,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,9,-0.0827818607933555,0.0827818607933555,-0.0492975569386021,20,0,0,0,1
1,0,1,0,0,1,1,310,0,1,0,9,0.0687718100577285,0.0687718100577285,-0.045150933927414,21,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0907360727118175,0.0907360727118175,0.0735442940954687,22,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0596489638536055,0.0596489638536055,-0.0658259452212945,23,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,9,0.0895923207339825,0.0895923207339825,-0.0362311061126446,24,0,0,1,0
0,1,1,0,1,0,0,310,0,1,0,9,-0.0181748628076085,0.0181748628076085,-0.0375476481006431,25,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,10,-0.377661776383912,0.377661776383912,-0.0462684881451688,1,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,10,-0.388357333447521,0.388357333447521,0.00258232736175078,2,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,10,-0.387607529976206,0.387607529976206,0.00411133641040101,3,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,10,0.403663069526194,0.403663069526194,-0.0596753564434406,4,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,10,-0.403423185558181,0.403423185558181,0.0475993218726695,5,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,10,-0.362314437416018,0.362314437416018,-0.0157219528617726,6,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,10,0.435181466365934,0.435181466365934,0.0454754159832377,7,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,10,-0.393892017482009,0.393892017482009,0.0745575638561003,8,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,10,0.437523564218497,0.437523564218497,-0.0704068297524598,9,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,10,-0.438068932986323,0.438068932986323,-0.0349080547509474,10,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,10,-0.356044375243999,0.356044375243999,-0.00379336425976189,11,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,10,0.38431300790304,0.38431300790304,0.00130889152662458,12,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,10,0.386983060556845,0.386983060556845,0.0143965816913369,13,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,10,0.444598722240763,0.444598722240763,0.0244207649593219,14,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,10,0.42477557751949,0.42477557751949,-0.057401727204103,15,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,10,0.373228972694718,0.373228972694718,0.0494985625145971,16,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,10,0.391473685867055,0.391473685867055,-0.0477281991094102,17,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,10,0.372523944496429,0.372523944496429,-0.0490087922266828,18,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,10,0.408671614793699,0.408671614793699,0.050582302700151,19,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,10,-0.3744243212562,0.3744243212562,-0.0130271986279366,20,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,10,-0.38060419676234,0.38060419676234,0.0171558666459999,21,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,10,-0.407320056962586,0.407320056962586,0.00964790615514886,22,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,10,0.363503625353471,0.363503625353471,0.0497224853491914,23,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,10,0.397623672626202,0.397623672626202,0.00919351670965848,24,0,0,0,1
1,0,0,1,0,0,0,310,1,0,1,10,-0.394153084347475,0.394153084347475,0.0561199065070676,25,0,0,1,0
0,1,1,0,1,0,0,310,0,1,0,11,-0.0911192567465385,0.0911192567465385,0.0715512636043654,1,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,11,0.0410469881847645,0.0410469881847645,-0.0756746396607081,2,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,11,-0.0610960351214565,0.0610960351214565,-0.0798471878918151,3,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,11,0.0759550784244265,0.0759550784244265,0.0652766867427532,4,0,0,1,0
1,0,1,0,0,1,1,310,0,1,0,11,0.0161693755794445,0.0161693755794445,-0.0247511467767695,5,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,11,0.0946302306528215,0.0946302306528215,0.0278993388434997,6,0,0,0,1
0,1,1,0,1,0,0,310,0,1,0,11,-0.0521287365975515,0.0521287365975515,-0.0130153825410783,7,0,0,0,1
0,1,0,1,1,1,1,310,0,1,1,11,-0.0210411636657185,0.0210411636657185,0.0154440674402849,8,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,11,-0.0331158765016515,0.0331158765016515,-0.0752620563037569,9,0,0,1,0
0,1,0,1,1,1,1,310,1,0,1,11,0.0736761226726745,0.0736761226726745,-0.0187826336840748,10,0,0,0,1
1,0,0,1,0,0,0,310,0,1,1,11,0.0522826859004905,0.0522826859004905,-0.0518281516565992,11,0,0,1,0
0,1,1,0,1,0,0,310,0,1,0,11,-0.04784409120632,0.04784409120632,-0.0622686462854992,12,0,0,0,1
0,1,1,0,1,0,0,310,1,0,0,11,0.0128414646047235,0.0128414646047235,0.0427570407558053,13,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,11,0.0212514349834525,0.0212514349834525,-0.0663999053994875,14,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,11,-0.000686944624367025,0.000686944624367025,-0.0306449766871036,15,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,11,-0.0524649656416945,0.0524649656416945,-0.0343711745082069,16,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,11,-0.0304586266379125,0.0304586266379125,0.00859423116254343,17,0,0,1,0
1,0,0,1,0,0,0,310,1,0,1,11,-0.0758732680948065,0.0758732680948065,0.00526475746850733,18,0,0,1,0
1,0,1,0,0,1,1,310,1,0,0,11,-0.00878694773342151,0.00878694773342151,0.0763312244411418,19,0,0,1,0
0,1,0,1,1,1,1,310,0,1,1,11,-0.0170424222892185,0.0170424222892185,0.0047009423237185,20,0,0,0,1
1,0,1,0,0,1,1,310,1,0,0,11,-0.0584234912090345,0.0584234912090345,0.0266697595743473,21,0,0,1,0
0,1,1,0,1,0,0,310,1,0,0,11,0.0339005936391515,0.0339005936391515,0.00405443537335586,22,0,0,0,1
0,1,0,1,1,1,1,310,1,0,1,11,0.0698482818161835,0.0698482818161835,-0.006098152727888,23,0,0,0,1
