chose_left,chose_right,reward_left,reward_right,subjID,q_reward,mu,blocks,contrast_difference,abs_condiff,trial
0,1,1,0,165,0.76,0.76,7,-0.436249407778885,0.436249407778885,6
1,0,1,0,165,0.76,0.76,7,0.391440341546085,0.391440341546085,7
0,1,0,1,165,0.23,0.77,7,-0.418922114061785,0.418922114061785,8
0,1,1,0,165,0.78,0.78,7,-0.391462401288616,0.391462401288616,9
0,1,1,0,165,0.76,0.76,7,-0.417221408628815,0.417221408628815,10
0,1,1,0,165,0.76,0.76,7,-0.406955913826135,0.406955913826135,11
0,1,1,0,165,0.75,0.75,7,-0.383139197950115,0.383139197950115,12
0,1,0,1,165,0.25,0.75,7,-0.421283763059976,0.421283763059976,13
1,0,1,0,165,0.31,0.69,7,0.412192708142619,0.412192708142619,14
1,0,1,0,165,0.67,0.67,7,0.407583871757313,0.407583871757313,15
0,1,1,0,165,0.66,0.66,7,-0.440858470125694,0.440858470125694,16
0,1,0,1,165,0.32,0.68,7,-0.362884445719719,0.362884445719719,17
1,0,1,0,165,0.64,0.64,7,0.424837702138612,0.424837702138612,18
1,0,1,0,165,0.4,0.6,7,0.423053429815233,0.423053429815233,19
0,1,1,0,165,0.63,0.63,7,-0.444217609876722,0.444217609876722,20
1,0,1,0,165,0.66,0.66,7,0.360538192801291,0.360538192801291,21
0,1,1,0,165,0.64,0.64,7,-0.436387440984451,0.436387440984451,22
1,0,1,0,165,0.34,0.66,7,0.392764131229085,0.392764131229085,23
1,0,1,0,165,0.68,0.68,7,0.396393409063697,0.396393409063697,24
0,1,1,0,165,0.67,0.67,7,-0.381486383599874,0.381486383599874,25
1,0,1,0,165,0.9,0.9,8,0.00139706413154397,0.00139706413154397,1
0,1,0,1,165,0.28,0.72,8,-0.086478388300671,0.086478388300671,2
1,0,1,0,165,0.76,0.76,8,0.0761868462912025,0.0761868462912025,3
0,1,1,0,165,0.76,0.76,8,-0.0866601376004265,0.0866601376004265,4
1,0,1,0,165,0.81,0.81,8,0.0330756271963135,0.0330756271963135,5
0,1,0,1,165,0.25,0.75,8,-0.0303242353335765,0.0303242353335765,6
0,1,1,0,165,0.28,0.72,8,0.0284744105342345,0.0284744105342345,7
1,0,1,0,165,0.73,0.73,8,-0.0149447424788565,0.0149447424788565,8
0,1,0,1,165,0.76,0.76,8,0.0817994147629105,0.0817994147629105,9
0,1,1,0,165,0.77,0.77,8,-0.0781025863784715,0.0781025863784715,10
1,0,1,0,165,0.33,0.67,8,0.0665719301924135,0.0665719301924135,11
0,1,1,0,165,0.73,0.73,8,-0.0296509486409195,0.0296509486409195,12
0,1,0,1,165,0.66,0.66,8,0.0292995373476185,0.0292995373476185,13
1,0,1,0,165,0.72,0.72,8,0.0199174261613965,0.0199174261613965,14
1,0,1,0,165,0.31,0.69,8,0.0441767935137505,0.0441767935137505,15
0,1,1,0,165,0.7,0.7,8,-0.0215699369470845,0.0215699369470845,16
0,1,0,1,165,0.28,0.72,8,-0.0616390125876445,0.0616390125876445,17
0,1,1,0,165,0.61,0.61,8,-0.0241715859190545,0.0241715859190545,18
1,0,1,0,165,0.62,0.62,8,0.0298139682258075,0.0298139682258075,19
1,0,1,0,165,0.39,0.61,8,-0.0203474727624135,0.0203474727624135,20
0,1,1,0,165,0.63,0.63,8,-0.092156260288937,0.092156260288937,21
0,1,1,0,165,0.36,0.64,8,0.000842367011693518,0.000842367011693518,22
0,1,1,0,165,0.66,0.66,8,-0.0502668450853195,0.0502668450853195,23
1,0,1,0,165,0.64,0.64,8,-0.0572958819488575,0.0572958819488575,24
1,0,1,0,165,0.75,0.75,8,0.0601706687380945,0.0601706687380945,25
0,1,0,1,165,0.5,0.5,9,-0.0822912627712345,0.0822912627712345,1
1,0,1,0,165,0.5,0.5,9,0.0643774656307375,0.0643774656307375,2
0,1,1,0,165,0.84,0.84,9,0.0827452344020215,0.0827452344020215,3
0,1,0,1,165,0.5,0.5,9,0.0448760869906025,0.0448760869906025,4
0,1,0,1,165,0.5,0.5,9,-0.0857861695197405,0.0857861695197405,5
1,0,1,0,165,0.77,0.77,9,-0.0357373959381475,0.0357373959381475,6
0,1,1,0,165,0.76,0.76,9,0.0371508941046125,0.0371508941046125,7
1,0,1,0,165,0.36,0.64,9,-0.0804274703602645,0.0804274703602645,8
1,0,1,0,165,0.63,0.63,9,-0.0595369691687975,0.0595369691687975,9
1,0,1,0,165,0.37,0.63,9,-0.0884801711444425,0.0884801711444425,10
1,0,1,0,165,0.65,0.65,9,0.0875912142370925,0.0875912142370925,11
0,1,0,1,165,0.61,0.61,9,-0.0514580666548835,0.0514580666548835,12
0,1,1,0,165,0.65,0.65,9,0.00684945052328451,0.00684945052328451,13
0,1,1,0,165,0.64,0.64,9,0.0256735822400375,0.0256735822400375,14
1,0,1,0,165,0.77,0.77,9,-0.0676266668914285,0.0676266668914285,15
0,1,1,0,165,0.25,0.75,9,-0.0258981146423815,0.0258981146423815,16
0,1,0,1,165,0.25,0.75,9,0.0246565319739215,0.0246565319739215,17
0,1,1,0,165,0.77,0.77,9,0.0266343328408515,0.0266343328408515,18
0,1,0,1,165,0.77,0.77,9,-0.0295897029598805,0.0295897029598805,19
1,0,1,0,165,0.23,0.77,9,-0.0320896224251995,0.0320896224251995,20
0,1,0,1,165,0.25,0.75,9,0.00711592490240198,0.00711592490240198,21
0,1,1,0,165,0.75,0.75,9,0.0736381413149285,0.0736381413149285,22
0,1,1,0,165,0.75,0.75,9,0.0168260278950215,0.0168260278950215,23
0,1,1,0,165,0.75,0.75,9,0.0199917989197255,0.0199917989197255,24
1,0,1,0,165,0.77,0.77,9,-0.0237795131686425,0.0237795131686425,25
0,1,0,1,165,0.63,0.63,10,-0.00972479420499953,0.00972479420499953,1
0,1,0,1,165,0.36,0.64,10,0.018494649437557,0.018494649437557,2
0,1,0,1,165,0.89,0.89,10,-0.0888997098356995,0.0888997098356995,3
1,0,1,0,165,1,1,10,0.0837091075943195,0.0837091075943195,4
0,1,0,1,165,0,1,10,0.0108846166163895,0.0108846166163895,5
1,0,1,0,165,1,1,10,-0.065241389468827,0.065241389468827,6
0,1,1,0,165,1,1,10,0.0500750870951635,0.0500750870951635,7
1,0,1,0,165,0,1,10,-0.0708461216460875,0.0708461216460875,8
1,0,1,0,165,1,1,10,0.0237987394676825,0.0237987394676825,9
0,1,0,1,165,1,1,10,-0.0270043158640445,0.0270043158640445,10
1,0,1,0,165,0,1,10,-0.0572551021643855,0.0572551021643855,11
1,0,1,0,165,1,1,10,-0.0535096928155885,0.0535096928155885,12
0,1,1,0,165,1,1,10,0.0457172445676215,0.0457172445676215,13
0,1,1,0,165,1,1,10,0.0422985009038005,0.0422985009038005,14
1,0,1,0,165,1,1,10,-0.0999684202795375,0.0999684202795375,15
1,0,1,0,165,0,1,10,-0.0743492105061285,0.0743492105061285,16
0,1,0,1,165,0,1,10,0.0859295916868655,0.0859295916868655,17
1,0,1,0,165,1,1,10,0.00308591861803448,0.00308591861803448,18
1,0,1,0,165,1,1,10,-0.0445710382436685,0.0445710382436685,19
1,0,1,0,165,0,1,10,-0.0336569411757655,0.0336569411757655,20
0,1,0,1,165,0,1,10,0.0967588642380255,0.0967588642380255,21
0,1,1,0,165,1,1,10,0.0747246073951885,0.0747246073951885,22
1,0,1,0,165,1,1,10,-0.0467659978569875,0.0467659978569875,23
0,1,1,0,165,1,1,10,0.0335828350369695,0.0335828350369695,24
1,0,1,0,165,1,1,10,-0.0213841428517455,0.0213841428517455,25
0,1,1,0,165,0.99,0.99,11,0.0346206773301095,0.0346206773301095,1
1,0,1,0,165,1,1,11,-0.078915039230323,0.078915039230323,2
0,1,1,0,165,1,1,11,0.00663629163284649,0.00663629163284649,3
1,0,1,0,165,1,1,11,-0.0994632227184755,0.0994632227184755,4
0,1,1,0,165,1,1,11,0.012504794524611,0.012504794524611,5
1,0,1,0,165,1,1,11,-0.0756245121719495,0.0756245121719495,6
1,0,1,0,165,1,1,11,-0.0529749584370115,0.0529749584370115,7
0,1,1,0,165,1,1,11,0.0697311276814065,0.0697311276814065,8
0,1,1,0,165,1,1,11,0.000727873539654478,0.000727873539654478,9
0,1,1,0,165,1,1,11,0.0275700818981475,0.0275700818981475,10
0,1,1,0,165,1,1,11,0.0387815253835805,0.0387815253835805,11
0,1,1,0,165,1,1,11,0.0520196155164805,0.0520196155164805,12
1,0,1,0,165,1,1,11,-0.0508343743303935,0.0508343743303935,13
1,0,1,0,165,1,1,11,-0.0865337627677975,0.0865337627677975,14
0,1,1,0,165,1,1,11,0.00641500129278952,0.00641500129278952,15
1,0,1,0,165,1,1,11,-0.0269410188741065,0.0269410188741065,16
0,1,1,0,165,1,1,11,0.0995023171334305,0.0995023171334305,17
0,1,1,0,165,1,1,11,0.0392776366508685,0.0392776366508685,18
1,0,1,0,165,1,1,11,-0.0457828814120465,0.0457828814120465,19
1,0,1,0,165,1,1,11,-0.0223905782722475,0.0223905782722475,20
1,0,1,0,165,1,1,11,-0.0707257386957855,0.0707257386957855,21
1,0,1,0,165,1,1,11,-0.0890422157793645,0.0890422157793645,22
0,1,1,0,165,1,1,11,0.0347578174446745,0.0347578174446745,23
1,0,1,0,165,1,1,11,-0.0612700443799245,0.0612700443799245,24
1,0,1,0,165,0,1,11,-0.0615957837583575,0.0615957837583575,25
1,0,1,0,165,NaN,NaN,12,0.410443090280458,0.410443090280458,1
0,1,0,1,165,0.31,0.31,12,-0.38496137984984,0.38496137984984,2
1,0,1,0,165,0.73,0.73,12,0.365126205724172,0.365126205724172,3
0,1,0,1,165,0.82,0.82,12,-0.445084517620216,0.445084517620216,4
0,1,0,1,165,0.1,0.9,12,0.448002336211845,0.448002336211845,5
1,0,1,0,165,0.95,0.95,12,-0.367024205526677,0.367024205526677,6
0,1,1,0,165,0.87,0.87,12,0.410422798439586,0.410422798439586,7
1,0,1,0,165,0.0600000000000001,0.94,12,-0.394847240859709,0.394847240859709,8
1,0,1,0,165,1,1,12,0.399270670569293,0.399270670569293,9
1,0,1,0,165,1,1,12,-0.383359857204074,0.383359857204074,10
1,0,1,0,165,0,1,12,-0.406369605891318,0.406369605891318,11
1,0,1,0,165,1,1,12,-0.408705226489424,0.408705226489424,12
0,1,1,0,165,1,1,12,0.443734001086509,0.443734001086509,13
0,1,1,0,165,1,1,12,0.36248063564717,0.36248063564717,14
1,0,1,0,165,1,1,12,-0.366325436243958,0.366325436243958,15
1,0,1,0,165,0,1,12,-0.418533580317665,0.418533580317665,16
1,0,1,0,165,1,1,12,-0.439445702836794,0.439445702836794,17
1,0,1,0,165,0,1,12,-0.374413388500149,0.374413388500149,18
0,1,0,1,165,0,1,12,0.36290012577137,0.36290012577137,19
0,1,1,0,165,1,1,12,0.359524833824987,0.359524833824987,20
0,1,0,1,165,0,1,12,0.436338518764179,0.436338518764179,21
1,0,1,0,165,1,1,12,-0.353739974506535,0.353739974506535,22
1,0,1,0,165,1,1,12,-0.385237436805453,0.385237436805453,23
0,1,1,0,165,1,1,12,0.39677494932411,0.39677494932411,24
NaN,NaN,NaN,NaN,165,NaN,NaN,12,NaN,NaN,25
1,0,1,0,174,0.75,0.75,1,0.0175667896544695,0.0175667896544695,1
1,0,1,0,174,0.5,0.5,1,0.0586462237384035,0.0586462237384035,2
0,1,1,0,174,0.5,0.5,1,-0.0149225546470985,0.0149225546470985,3
0,1,0,1,174,0.77,0.23,1,-0.0258965856231105,0.0258965856231105,4
0,1,0,1,174,0.5,0.5,1,0.0959423133122525,0.0959423133122525,5
1,0,1,0,174,0.5,0.5,1,-0.0692862030802495,0.0692862030802495,6
0,1,0,1,174,0.5,0.5,1,-0.0513310697083065,0.0513310697083065,7
0,1,1,0,174,0.5,0.5,1,-0.00587460087823549,0.00587460087823549,8
0,1,0,1,174,0.5,0.5,1,0.00119538975095651,0.00119538975095651,9
1,0,1,0,174,0.75,0.75,1,0.0781526033108035,0.0781526033108035,10
0,1,1,0,174,0.76,0.76,1,-0.004418380883071,0.004418380883071,11
0,1,1,0,174,0.88,0.88,1,-0.0388160631053615,0.0388160631053615,12
0,1,1,0,174,0.75,0.75,1,-0.0408685446044675,0.0408685446044675,13
0,1,1,0,174,0.93,0.93,1,-0.0351041116803035,0.0351041116803035,14
0,1,1,0,174,1,1,1,-0.0862764707585415,0.0862764707585415,15
0,1,0,1,174,0.11,0.89,1,-0.095796661835447,0.095796661835447,16
1,0,1,0,174,0.22,0.78,1,0.0520467004211575,0.0520467004211575,17
1,0,1,0,174,0.63,0.63,1,0.0368645050388535,0.0368645050388535,18
1,0,1,0,174,0.76,0.76,1,0.0986535090922495,0.0986535090922495,19
1,0,1,0,174,0.37,0.63,1,0.0236329152398565,0.0236329152398565,20
0,1,1,0,174,0.5,0.5,1,-0.0557803905921655,0.0557803905921655,21
1,0,1,0,174,0.66,0.66,1,0.0580560546914805,0.0580560546914805,22
1,0,1,0,174,0.35,0.65,1,0.0833486341382815,0.0833486341382815,23
0,1,0,1,174,0.5,0.5,1,0.0384221212757805,0.0384221212757805,24
0,1,0,1,174,0.77,0.23,1,-0.0585305133294955,0.0585305133294955,25
0,1,0,1,174,0.5,0.5,2,-0.0872723808644785,0.0872723808644785,1
1,0,1,0,174,0.63,0.63,2,0.0628049648603115,0.0628049648603115,2
0,1,1,0,174,0.66,0.66,2,-0.023062845847886,0.023062845847886,3
0,1,0,1,174,0.5,0.5,2,-0.0558387746452535,0.0558387746452535,4
1,0,1,0,174,0.63,0.37,2,0.0936384958358295,0.0936384958358295,5
0,1,0,1,174,0.65,0.65,2,0.0791474858366625,0.0791474858366625,6
0,1,1,0,174,0.66,0.66,2,-0.0619650928088215,0.0619650928088215,7
0,1,0,1,174,0.5,0.5,2,-0.0953022521093855,0.0953022521093855,8
0,1,1,0,174,0.5,0.5,2,-0.00481205438439952,0.00481205438439952,9
1,0,1,0,174,0.37,0.37,2,-0.00297948084921049,0.00297948084921049,10
1,0,1,0,174,0.6,0.6,2,0.0889736879713035,0.0889736879713035,11
1,0,1,0,174,0.66,0.66,2,0.0671946372658945,0.0671946372658945,12
1,0,1,0,174,0.5,0.5,2,0.0551638813211775,0.0551638813211775,13
0,1,1,0,174,0.63,0.63,2,-0.093570551961406,0.093570551961406,14
0,1,1,0,174,0.64,0.64,2,-0.070978714943609,0.070978714943609,15
1,0,1,0,174,0.76,0.76,2,0.0265466225237655,0.0265466225237655,16
1,0,1,0,174,0.94,0.94,2,0.0422268914828575,0.0422268914828575,17
1,0,1,0,174,0.37,0.63,2,0.063409442348413,0.063409442348413,18
0,1,1,0,174,0.75,0.75,2,-0.0417599635508815,0.0417599635508815,19
1,0,1,0,174,0.76,0.76,2,0.0787029146316095,0.0787029146316095,20
0,1,1,0,174,0.9,0.9,2,-0.023640494090736,0.023640494090736,21
0,1,1,0,174,0.03,0.97,2,0.00259921609670349,0.00259921609670349,22
1,0,1,0,174,0.97,0.97,2,0.0168690792726295,0.0168690792726295,23
0,1,0,1,174,0.5,0.5,2,-0.0981109123040115,0.0981109123040115,24
1,0,1,0,174,0.87,0.87,2,-0.0577131716664845,0.0577131716664845,25
0,1,0,1,174,0.99,0.01,3,-0.424219565142707,0.424219565142707,1
1,0,1,0,174,0.5,0.5,3,-0.36330853190024,0.36330853190024,2
0,1,0,1,174,0.5,0.5,3,0.360444706989106,0.360444706989106,3
1,0,1,0,174,0.5,0.5,3,0.388326163836992,0.388326163836992,4
1,0,1,0,174,0.65,0.65,3,0.408436988909872,0.408436988909872,5
0,1,0,1,174,0.66,0.34,3,-0.353590965210794,0.353590965210794,6
1,0,1,0,174,0.56,0.56,3,-0.373584787511088,0.373584787511088,7
0,1,0,1,174,0.68,0.32,3,-0.443130837158965,0.443130837158965,8
1,0,1,0,174,0.5,0.5,3,-0.36320875826544,0.36320875826544,9
0,1,0,1,174,0.63,0.63,3,0.409928397406576,0.409928397406576,10
1,0,1,0,174,0.72,0.72,3,0.418808459834556,0.418808459834556,11
1,0,1,0,174,0.5,0.5,3,0.445732889900584,0.445732889900584,12
0,1,1,0,174,0.5,0.5,3,-0.421813463553967,0.421813463553967,13
0,1,1,0,174,0.34,0.34,3,-0.39440381287567,0.39440381287567,14
0,1,1,0,174,0.78,0.78,3,-0.379016608568031,0.379016608568031,15
0,1,0,1,174,0.72,0.72,3,0.447748610463295,0.447748610463295,16
0,1,1,0,174,0.27,0.27,3,-0.431056839229567,0.431056839229567,17
0,1,1,0,174,0.81,0.81,3,-0.351425013407346,0.351425013407346,18
1,0,1,0,174,0.73,0.73,3,0.429882729070067,0.429882729070067,19
1,0,1,0,174,0.28,0.72,3,0.435584138857231,0.435584138857231,20
0,1,0,1,174,0.7,0.7,3,0.391085106054761,0.391085106054761,21
0,1,0,1,174,0.5,0.5,3,-0.350865551084738,0.350865551084738,22
1,0,1,0,174,0.66,0.34,3,0.383011540789348,0.383011540789348,23
0,1,0,1,174,0.39,0.39,3,0.353061350370385,0.353061350370385,24
0,1,1,0,174,0.28,0.28,3,-0.442642053891532,0.442642053891532,25
1,0,1,0,174,0.56,0.56,4,0.0994937193246375,0.0994937193246375,1
0,1,0,1,174,0.59,0.59,4,-0.0770504080931015,0.0770504080931015,2
0,1,1,0,174,0.59,0.59,4,0.0435568770373775,0.0435568770373775,3
1,0,1,0,174,0.24,0.24,4,-0.0699417936754735,0.0699417936754735,4
1,0,1,0,174,0.34,0.34,4,-0.00680971378994649,0.00680971378994649,5
1,0,1,0,174,0.25,0.25,4,-0.052958502806584,0.052958502806584,6
1,0,1,0,174,0.77,0.77,4,-0.0145958904082755,0.0145958904082755,7
1,0,1,0,174,0.77,0.77,4,-0.0608979490194935,0.0608979490194935,8
1,0,1,0,174,0.88,0.88,4,-0.0486386747201415,0.0486386747201415,9
1,0,1,0,174,0.23,0.23,4,-0.0823114897040965,0.0823114897040965,10
0,1,1,0,174,0.8,0.8,4,0.0137093132908615,0.0137093132908615,11
0,1,1,0,174,0.63,0.63,4,0.059357674123837,0.059357674123837,12
0,1,1,0,174,0.5,0.5,4,0.0237596575285975,0.0237596575285975,13
0,1,1,0,174,0.71,0.71,4,0.0387602899278365,0.0387602899278365,14
0,1,1,0,174,0.4,0.4,4,0.0924982869592565,0.0924982869592565,15
0,1,1,0,174,0.74,0.74,4,0.0350457291245295,0.0350457291245295,16
1,0,1,0,174,0.5,0.5,4,-0.0477808691178875,0.0477808691178875,17
1,0,1,0,174,0.91,0.91,4,-0.0790693174326335,0.0790693174326335,18
1,0,1,0,174,0.91,0.91,4,-0.0821573660900945,0.0821573660900945,19
0,1,1,0,174,1,1,4,0.0304067532501295,0.0304067532501295,20
1,0,1,0,174,1,1,4,-0.0121285617101685,0.0121285617101685,21
0,1,1,0,174,1,1,4,0.0564837961336465,0.0564837961336465,22
0,1,1,0,174,1,1,4,0.0810121029176075,0.0810121029176075,23
0,1,1,0,174,1,1,4,0.0986459212125905,0.0986459212125905,24
1,0,1,0,174,0,1,4,-0.0644582036593145,0.0644582036593145,25
1,0,1,0,174,1,0,5,0.0622011214305075,0.0622011214305075,1
1,0,1,0,174,0.5,0.5,5,0.0554593130390715,0.0554593130390715,2
0,1,0,1,174,0.5,0.5,5,0.0452522323054785,0.0452522323054785,3
1,0,1,0,174,0.77,0.77,5,-0.073641243700088,0.073641243700088,4
1,0,1,0,174,0.63,0.37,5,-0.0141078958635505,0.0141078958635505,5
0,1,0,1,174,0.76,0.76,5,-0.0231896357504455,0.0231896357504455,6
1,0,1,0,174,0.75,0.75,5,-0.0296839395883425,0.0296839395883425,7
0,1,0,1,174,1,1,5,-0.0318164895037475,0.0318164895037475,8
1,0,1,0,174,0.5,0.5,5,-0.0426954233910825,0.0426954233910825,9
0,1,0,1,174,0.5,0.5,5,0.0564182361736595,0.0564182361736595,10
1,0,1,0,174,0.76,0.76,5,-0.0893670666080605,0.0893670666080605,11
0,1,1,0,174,0.77,0.77,5,0.0572076332358815,0.0572076332358815,12
0,1,1,0,174,0.9,0.9,5,0.0455811857238015,0.0455811857238015,13
0,1,1,0,174,0.77,0.77,5,0.0538097671704655,0.0538097671704655,14
1,0,1,0,174,0.93,0.93,5,-0.0884577884810125,0.0884577884810125,15
0,1,1,0,174,0.91,0.91,5,0.000843984931610475,0.000843984931610475,16
1,0,1,0,174,0.23,0.77,5,-0.0476153421332925,0.0476153421332925,17
1,0,1,0,174,0.77,0.77,5,0.0580349810716815,0.0580349810716815,18
0,1,1,0,174,0.89,0.89,5,0.0624075120912345,0.0624075120912345,19
1,0,1,0,174,0.76,0.76,5,-0.0527280992670595,0.0527280992670595,20
0,1,0,1,174,0.24,0.76,5,0.0542067578069665,0.0542067578069665,21
1,0,1,0,174,0.93,0.93,5,0.0881074875581065,0.0881074875581065,22
1,0,1,0,174,0.5,0.5,5,-0.0108890370587505,0.0108890370587505,23
0,1,0,1,174,0.5,0.5,5,-0.0123998296533535,0.0123998296533535,24
0,1,0,1,174,0.09,0.91,5,0.043757033378007,0.043757033378007,25
1,0,1,0,174,0,0,6,0.0638636837806475,0.0638636837806475,1
1,0,1,0,174,0.48,0.48,6,-0.072470452298606,0.072470452298606,2
0,1,0,1,174,0.5,0.5,6,0.055908839876872,0.055908839876872,3
0,1,1,0,174,0.5,0.5,6,-0.0822202099083565,0.0822202099083565,4
1,0,1,0,174,0.77,0.77,6,0.0451691486418215,0.0451691486418215,5
0,1,1,0,174,0.76,0.76,6,-0.0687142842359415,0.0687142842359415,6
1,0,1,0,174,0.76,0.76,6,-0.01897090762608,0.01897090762608,7
0,1,0,1,174,0.77,0.77,6,0.00589907841678852,0.00589907841678852,8
1,0,1,0,174,0.78,0.78,6,0.0565143265223745,0.0565143265223745,9
0,1,1,0,174,0.88,0.88,6,-0.0170232579116575,0.0170232579116575,10
1,0,1,0,174,0.93,0.93,6,0.0479571153743195,0.0479571153743195,11
1,0,1,0,174,0.99,0.99,6,0.0212243866632475,0.0212243866632475,12
0,1,1,0,174,1,1,6,-0.0539485785431975,0.0539485785431975,13
0,1,1,0,174,1,1,6,-0.0170089293378665,0.0170089293378665,14
0,1,1,0,174,0.89,0.89,6,-0.0872242867412495,0.0872242867412495,15
1,0,1,0,174,0.96,0.96,6,0.0884782205453765,0.0884782205453765,16
1,0,1,0,174,1,1,6,0.0320626802803185,0.0320626802803185,17
1,0,1,0,174,1,1,6,0.048764166807043,0.048764166807043,18
1,0,1,0,174,1,1,6,0.069066555707456,0.069066555707456,19
1,0,1,0,174,1,1,6,0.0250250166299135,0.0250250166299135,20
0,1,1,0,174,1,1,6,-0.0715156588608645,0.0715156588608645,21
0,1,1,0,174,1,1,6,-0.0632644374418115,0.0632644374418115,22
0,1,1,0,174,1,1,6,-0.0470566562652465,0.0470566562652465,23
0,1,1,0,174,1,1,6,-0.0849357128574205,0.0849357128574205,24
1,0,1,0,174,1,1,6,0.0369403719685765,0.0369403719685765,25
1,0,1,0,174,0.75,0.75,7,0.0164716200556355,0.0164716200556355,1
1,0,1,0,174,0.89,0.89,7,0.0998112325660825,0.0998112325660825,2
0,1,1,0,174,0.92,0.92,7,-0.0942242043369685,0.0942242043369685,3
1,0,1,0,174,0.91,0.91,7,0.0912558328739405,0.0912558328739405,4
1,0,1,0,174,0.92,0.92,7,0.0319891418650975,0.0319891418650975,5
1,0,1,0,174,1,1,7,0.0815721560579675,0.0815721560579675,6
0,1,1,0,174,1,1,7,-0.0898062633729595,0.0898062633729595,7
0,1,1,0,174,1,1,7,-0.0159602747328655,0.0159602747328655,8
0,1,1,0,174,1,1,7,-0.00526950062519152,0.00526950062519152,9
1,0,1,0,174,1,1,7,0.0910057997970055,0.0910057997970055,10
1,0,1,0,174,1,1,7,0.0657405220991925,0.0657405220991925,11
1,0,1,0,174,1,1,7,0.0703119510460465,0.0703119510460465,12
0,1,1,0,174,1,1,7,-0.0591985171763185,0.0591985171763185,13
0,1,1,0,174,1,1,7,-0.0123208137241755,0.0123208137241755,14
0,1,1,0,174,1,1,7,-0.0240699852627615,0.0240699852627615,15
1,0,1,0,174,1,1,7,0.0350382624031545,0.0350382624031545,16
0,1,1,0,174,1,1,7,-0.0413875811792175,0.0413875811792175,17
0,1,1,0,174,1,1,7,-0.0933956399867745,0.0933956399867745,18
0,1,1,0,174,1,1,7,-0.0366209489925745,0.0366209489925745,19
0,1,0,1,174,1,1,7,0.00152289500955652,0.00152289500955652,20
1,0,1,0,174,1,1,7,0.032724487147074,0.032724487147074,21
1,0,1,0,174,1,1,7,0.0652961488362115,0.0652961488362115,22
0,1,1,0,174,1,1,7,-0.0631071964925915,0.0631071964925915,23
1,0,1,0,174,1,1,7,0.092950225838611,0.092950225838611,24
0,1,1,0,174,1,1,7,-0.063383448951105,0.063383448951105,25
1,0,1,0,174,1,1,8,0.445204946383414,0.445204946383414,1
1,0,1,0,174,0.24,0.76,8,0.37071452128823,0.37071452128823,2
0,1,0,1,174,0.76,0.76,8,0.431338633155338,0.431338633155338,3
1,0,1,0,174,0.76,0.24,8,-0.412549475073592,0.412549475073592,4
0,1,1,0,174,0.76,0.76,8,-0.423758176295422,0.423758176295422,5
0,1,0,1,174,0.5,0.5,8,-0.377897913767554,0.377897913767554,6
1,0,1,0,174,0.5,0.5,8,0.40415021708006,0.40415021708006,7
0,1,1,0,174,0.77,0.77,8,-0.399912301348683,0.399912301348683,8
1,0,1,0,174,0.5,0.5,8,-0.433063088264799,0.433063088264799,9
0,1,1,0,174,0.5,0.5,8,0.382237994386668,0.382237994386668,10
1,0,1,0,174,0.5,0.5,8,0.420811781874308,0.420811781874308,11
0,1,1,0,174,0.5,0.5,8,-0.422838108135162,0.422838108135162,12
1,0,1,0,174,0.5,0.5,8,-0.3717842790784,0.3717842790784,13
0,1,1,0,174,0.5,0.5,8,-0.358628125286013,0.358628125286013,14
1,0,1,0,174,0.5,0.5,8,0.373126376927762,0.373126376927762,15
0,1,1,0,174,0.5,0.5,8,-0.375860292507927,0.375860292507927,16
1,0,1,0,174,0.5,0.5,8,0.442237072197911,0.442237072197911,17
0,1,0,1,174,0.76,0.76,8,0.374124853880141,0.374124853880141,18
1,0,1,0,174,0.77,0.77,8,-0.446101619671261,0.446101619671261,19
0,1,1,0,174,0.74,0.26,8,0.407569654627947,0.407569654627947,20
1,0,1,0,174,0.76,0.76,8,-0.390835320301192,0.390835320301192,21
0,1,0,1,174,0.74,0.74,8,0.423350343099457,0.423350343099457,22
1,0,1,0,174,0.78,0.78,8,0.366662192628315,0.366662192628315,23
0,1,0,1,174,0.24,0.76,8,-0.444686691603563,0.444686691603563,24
1,0,1,0,174,0.24,0.76,8,0.414080991405692,0.414080991405692,25
0,1,0,1,174,0.76,0.76,9,-0.0932791351459835,0.0932791351459835,1
1,0,1,0,174,0.5,0.5,9,0.000857125043001977,0.000857125043001977,2
0,1,1,0,174,0.78,0.78,9,0.0363329685304125,0.0363329685304125,3
0,1,0,1,174,0.76,0.76,9,-0.0882659047273225,0.0882659047273225,4
1,0,1,0,174,0.5,0.5,9,-0.0449945710669735,0.0449945710669735,5
1,0,1,0,174,0.25,0.25,9,0.0408495900354325,0.0408495900354325,6
0,1,0,1,174,0.5,0.5,9,-0.00566923519370849,0.00566923519370849,7
0,1,0,1,174,0.38,0.38,9,-0.0411731712768875,0.0411731712768875,8
1,0,1,0,174,0.77,0.77,9,0.0309424061710205,0.0309424061710205,9
0,1,0,1,174,0.98,0.98,9,-0.090112188412089,0.090112188412089,10
0,1,0,1,174,0.9,0.9,9,-0.0108642971940445,0.0108642971940445,11
1,0,1,0,174,0.97,0.97,9,-0.0582762885984995,0.0582762885984995,12
1,0,1,0,174,0.96,0.96,9,-0.052430272511088,0.052430272511088,13
0,1,1,0,174,0.93,0.93,9,0.0369313395400455,0.0369313395400455,14
1,0,1,0,174,0.94,0.94,9,-0.0535896978567515,0.0535896978567515,15
