chose_left,chose_right,subjID,q_reward,mu,blocks,contrast_difference,abs_condiff,trial,reward
0.0,1.0,139,0.5,0.5,12,-0.6759683258989382,0.0842628215161775,1,0.0
1.0,0.0,139,0.5,0.5,12,0.19486621672075,0.0427148807070285,2,1.0
0.0,1.0,139,0.58,0.58,12,-0.4136950627456413,0.0052661691055654,3,0.0
1.0,0.0,139,0.58,0.58,12,0.26410098960345585,0.0017030192308114,4,1.0
1.0,0.0,139,0.67,0.67,12,-0.9476067894983125,0.037442119839169,5,1.0
1.0,0.0,139,0.77,0.77,12,0.7751869209355498,0.0351901055110115,6,1.0
1.0,0.0,139,0.77,0.77,12,-0.9677627391532522,0.0913370600025735,7,1.0
0.0,1.0,139,0.82,0.82,12,-0.7460839379280773,0.0329264987053615,8,0.0
0.0,1.0,139,0.84,0.84,12,0.5543249231412044,0.0601240737154775,9,0.0
1.0,0.0,139,0.85,0.85,12,-0.9082095355956588,0.0403692563516185,10,1.0
0.0,1.0,139,0.87,0.87,12,0.4219973871910201,0.0481020149966425,11,0.0
0.0,1.0,139,0.89,0.89,12,0.9420922810202579,0.0580800827208045,12,0.0
1.0,0.0,139,0.89,0.89,12,0.7433658662846145,0.0392214244179165,13,1.0
0.0,1.0,139,0.91,0.91,12,0.42032330264139706,0.0974965329601785,14,0.0
0.0,1.0,139,0.93,0.93,12,0.9170194860433336,0.0544439305261945,15,0.0
1.0,0.0,139,0.95,0.95,12,-0.14037332422683613,0.07688206090358,16,1.0
1.0,0.0,139,0.95,0.95,12,0.7457578286436146,0.0761617713942465,17,1.0
1.0,0.0,139,0.95,0.95,12,-0.2880846640527708,0.0806589815919585,18,1.0
0.0,1.0,139,0.96,0.96,12,0.8595273058076935,0.0970302218979585,19,0.0
0.0,1.0,139,0.95,0.95,12,-0.7024446875157928,0.0610168616204735,20,0.0
0.0,1.0,139,0.97,0.97,12,0.880058029856547,0.0768579796218855,21,0.0
0.0,1.0,139,0.97,0.97,12,0.6654323945664253,0.0016364140796175,22,0.0
1.0,0.0,139,0.96,0.96,12,0.6921096763929282,0.031930083841876,23,1.0
1.0,0.0,139,0.97,0.97,12,-0.7521539801521113,0.0781410263139905,24,1.0
,,139,,,12,0.19297379668347392,,25,
0.0,1.0,143,1.0,1.0,1,-0.9672150382481373,0.0830800095809185,1,1.0
1.0,0.0,143,1.0,1.0,1,0.4423687321012135,0.0660234555210825,2,1.0
0.0,1.0,143,1.0,1.0,1,-0.9845249717481921,0.0644367712841865,3,0.0
0.0,1.0,143,1.0,1.0,1,-0.8303554451095327,0.0756948566164385,4,0.0
0.0,1.0,143,1.0,1.0,1,-0.5490031790999528,0.0779005126269075,5,0.0
1.0,0.0,143,0.76,0.76,1,0.7502490677464493,0.0410522155340865,6,1.0
1.0,0.0,143,1.0,1.0,1,-0.2728473640247733,0.0566519707680775,7,1.0
0.0,1.0,143,1.0,1.0,1,0.07991987042511695,0.0863940375500275,8,0.0
0.0,1.0,143,1.0,1.0,1,0.13620642763795687,0.0843751957559755,9,0.0
1.0,0.0,143,1.0,1.0,1,-0.5490732793880801,0.0244856146873565,10,1.0
1.0,0.0,143,1.0,1.0,1,0.14429353596892236,0.047443460558188,11,1.0
1.0,0.0,143,1.0,1.0,1,0.32190359005920643,0.0616327805119135,12,1.0
0.0,1.0,143,1.0,1.0,1,-0.40350921336534107,0.0479966118197565,13,0.0
